train set 1,train set 1 size,train set 2 size,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,1,ka,-8.004363701415143,314.2270476996407,-1168.6223939783918,1145.8430521008809,0.37073434215626067,0.37156810909030397
cc_align,25,1,gu,-21.37490405691835,505.6390088075108,-1707.637587377757,1578.659451454666,0.4393409198624132,0.6186028061750125
cc_align,25,1,hi,-1.3684080095615292,284.3430371214267,-1044.2160936498117,977.0582826766837,0.07304580166474851,0.09439191770990468
cc_align,25,1,si,-38.48305463381733,665.8131678735434,-2033.2090499674723,1721.543221754697,0.9414076536673501,1.0360293658779218
cc_align,25,1,ta,-11.20231756383473,384.6546984900832,-1301.8945916295013,1159.540925693163,0.264999491762807,0.3364360068369859
cc_align,25,10,ka,-5.055591338380934,472.05960615320583,-1872.4241435881652,1903.3136607259235,0.8928622342297522,1.0399006362696013
cc_align,25,10,gu,-12.099539723002751,565.5893240335099,-2071.676537118854,2001.381827937303,0.6987199871900097,1.0105314682773099
cc_align,25,10,hi,2.7309154630450405,407.54579926461724,-1638.7841328555994,1645.1355326551495,0.4999408636730289,0.6927750134265753
cc_align,25,10,si,54.089226083746944,-143.41706033425842,43.1991943120999,81.00967450781576,2.333803158078301,2.334111155841444
cc_align,25,10,ta,-4.325019852289816,533.3515376812994,-1999.0821381690216,1894.1721380925198,1.797523561285674,1.798616243379968
cc_align,25,25,ka,3.192605269948115,429.23628264890135,-1780.0106980089533,1826.6927194232057,0.7009544017944207,0.8552033506933007
cc_align,25,25,gu,-5.318355092605368,545.9538011798802,-2077.7095666502305,2041.6085863532599,0.8665932269607228,1.341184641244581
cc_align,25,25,hi,10.874221041475417,358.6070391885441,-1527.342310651934,1555.5713131678795,0.4692767403086821,0.6515425321504039
cc_align,25,25,si,58.58309529229896,-146.8169976461746,7.922674725986514,129.85720951084022,2.3596653750728396,2.3597038585813115
cc_align,25,25,ta,7.659361643241328,441.01332183578216,-1769.192646998915,1714.6040347118005,1.8120067666377655,1.8150505486718356
cc_align,25,50,hi,49.21335659601561,-83.35987561462487,-13.871522324915931,12.307223872988237,8.90676738385513e-08,2.7348508092436736
cc_align,25,50,si,64.260320996677,-152.4584052913419,30.67078353066772,84.69701299199653,1.2911068124491627e-07,14.593677483766308
cc_align,25,50,ta,52.14597167955701,-118.83662019400793,23.128606074567866,64.4097828100009,6.359281701491034e-08,11.037703832110328
cc_align,100,1,ka,-12.926852091210213,390.50743242620325,-1398.676586567533,1342.8275503768255,0.29284930085715233,0.29483393393810237
cc_align,100,1,gu,-22.623344850795423,522.3352869304955,-1750.367952411196,1610.0643823259647,0.33258085607116344,0.4782682272470138
cc_align,100,1,hi,-5.368071492501608,340.4213080081675,-1205.8865489956877,1110.6061997917177,0.15762896386935737,0.16892390150198633
cc_align,100,1,si,-57.65232699366565,864.4169468520396,-2569.0225293466383,2152.8771561743697,1.075792765852117,1.1780494573876648
cc_align,100,1,ta,-16.86285478673631,458.79619283905504,-1509.4474701265058,1326.7124836128814,0.32374718064724456,0.4008857290202412
cc_align,100,10,ka,-4.38440380053097,465.87401541041345,-1837.1967615397825,1854.7634798568226,0.8139640546061752,0.9335635495810107
cc_align,100,10,gu,-12.058989858837103,568.4292352309434,-2066.2166902543563,1984.0393173400623,0.622318342793466,0.9339475192481695
cc_align,100,10,hi,0.7485860292193738,435.1650326572583,-1706.2368158229312,1688.9398603859804,0.4283591787964334,0.594755725530482
cc_align,100,10,si,46.896646134261,-43.60655187993102,-255.1780673278874,339.2660440457539,2.597533387112293,2.599429440952634
cc_align,100,10,ta,-9.931828717365498,619.7607656392483,-2258.1523541605166,2116.3103535113532,1.8215897889678516,1.8245942476127623
cc_align,100,25,ka,4.038869491412935,421.30971464747,-1737.4719846968483,1768.6741337354213,0.6203436475605586,0.7832893643185058
cc_align,100,25,gu,-4.123508654189994,528.2411019101702,-1996.9425302055781,1946.6939227314604,0.761775044407653,1.1233290870630357
cc_align,100,25,hi,11.371867423920655,355.01892655259144,-1486.1314513532357,1487.6333263033375,0.5492982071431562,0.7020197038572445
cc_align,100,25,si,57.154155549577965,-121.24540122053503,-64.25963654600574,188.79084938708823,2.5901266199875335,2.594842010063498
cc_align,100,25,ta,-1.45774738954907,579.5499893961982,-2193.8146958378416,2085.981530668679,1.8716734544447118,1.8720585872720517
cc_align,100,50,hi,46.023380249138526,-58.34524099435187,-33.3027805281189,-14.532359827239468,9.558579133540988e-08,1.0103206205635633
cc_align,100,50,si,64.27945272621074,-148.2563154217505,28.87845425678036,81.38598508532478,1.1544414645748997e-07,14.151490768618554
cc_align,100,50,ta,51.22177689997667,-107.22431606765043,15.331503613804779,52.298464606571805,9.274841931074029e-09,9.62200443516218
gov,25,1,ka,25.075335288698682,-78.53355867644146,30.96642437112098,65.11735331976593,3.0829360204747075e-07,1.2236720963129748
gov,25,1,gu,25.045567246626778,-70.80554207663012,26.261584017103342,57.99987971340093,1.1445577634260312e-07,1.5742665585065636
gov,25,1,hi,28.960980571730882,-88.2827078340928,34.22592364795873,72.79365216290594,2.224425840078419e-07,1.4821487154220245
gov,25,1,si,42.43710520255576,-125.4046823691738,33.26713656762645,103.49512711540801,1.9667107125395297e-07,4.437725925564352
gov,25,1,ta,25.91929414497722,-77.28990979856361,24.858598508148546,61.507355343696176,9.950299553343059e-08,3.049377153181124
gov,25,10,ka,35.3554623369211,-111.14181585303736,47.17101954206307,90.2826254097531,4.539566200836199e-07,2.098618626800249
gov,25,10,gu,36.6334831006067,-130.62823050157016,76.37725007566112,131.3481467312082,5.111723206085358e-08,4.14163192799888
gov,25,10,hi,40.01339453350162,-127.2089121544231,56.31642116294985,106.34268960243443,2.59373327119678e-07,2.692209236238693
gov,25,10,si,57.386483791897696,-196.1548927900582,84.7666439043764,175.99020525508007,1.1256240912944441e-07,8.904447262330901
gov,25,10,ta,39.613175674079855,-137.42080316924478,64.14843361918561,125.14219008752885,1.8679921786226485e-07,6.677970729410698
gov,25,25,ka,39.79819740963244,-121.77816756274939,48.30136608239999,94.37823198208959,2.3096736943577198e-07,2.233355919927169
gov,25,25,gu,40.91270258982807,-144.11657950382957,83.69686834026571,143.16873535547887,2.9219229975437003e-07,4.585586844845087
gov,25,25,hi,46.36386657389584,-157.0553758044919,76.65715137004575,137.760157501865,1.3020204403541902e-08,3.464609036006517
gov,25,25,si,62.425098852127576,-214.25914434043483,93.1339801809602,191.50646825572133,1.2221500355891242e-08,9.645907570843537
gov,25,25,ta,44.772194710110604,-155.83653742138628,73.87934775939164,141.89523827002995,1.9812066818283433e-07,7.590819449368535
gov,1,1,ka,20.4788115154416,-69.91275262754206,30.412682933136114,61.14422560521844,3.7974500425674683e-07,1.130914576732013
gov,1,1,gu,25.982115842977276,-94.11825885745945,50.76701064558948,94.91179195734395,3.085902847654512e-07,2.4439960877859166
gov,1,1,hi,28.48920987626169,-94.83215019816863,42.938775923382465,85.07280743373673,6.547666481791878e-08,1.6934963302013777
gov,1,1,si,41.865374390546116,-132.93213270875978,42.61825642875317,118.7600811789898,2.5212737152276087e-08,4.9671466839963925
gov,1,1,ta,25.540869431799404,-84.73151344300491,34.189490470982584,75.48835009757344,5.708806648201378e-08,3.6301143150627366
gov,1,10,ka,32.42838940985405,-101.92195918411684,40.98045791737171,80.33500806108461,4.23671869154744e-07,1.8809357949173633
gov,1,10,gu,38.34697729439463,-155.25311303934004,102.04270552667907,168.39137208654245,1.920918953978914e-07,5.225593244895635
gov,1,10,hi,42.244086606390645,-156.66781087376435,86.85346080863583,149.85031976673616,1.4526594920620194e-07,3.6735031418465565
gov,1,10,si,56.990592130396145,-200.54778641508224,92.51832747313682,186.61499433967973,1.1267908674620542e-07,9.356983382004932
gov,1,10,ta,39.89729193593216,-149.10925408954475,78.10163710096664,145.36516966948693,1.7439277099387812e-08,7.636278267332891
gov,1,25,ka,37.34374977745676,-110.38439876417172,38.75887571631435,80.15764578681511,2.5259446107075213e-07,1.9297154794964686
gov,1,25,gu,43.06764151419339,-169.019168860386,107.86391698971654,178.4368005541099,4.542327977229145e-08,5.641982212719146
gov,1,25,hi,47.65705278559433,-184.14570776167648,107.55960633452858,180.55106269698052,2.353863889438293e-07,4.425168202038376
gov,1,25,si,63.78309872054599,-225.26586762824778,103.86318874506163,208.09089902992923,2.1321290163928033e-07,10.3968026952717
gov,1,25,ta,45.56643860571332,-169.29067558607522,88.59783096109128,163.50718547737642,1.2364045639164538e-07,8.62971130395822
gov,10,1,ka,24.718051028525263,-78.01640218267036,30.77291638431698,64.69649504158613,4.409535030947052e-07,1.2155632682597295
gov,10,1,gu,25.471174151165876,-76.97407915531963,32.272872299577564,67.23295721620318,3.1627983781557463e-07,1.7939765403504775
gov,10,1,hi,28.71808746737217,-88.97379173437636,35.736029520765214,74.75080352137248,7.582049611658614e-08,1.5141524964761077
gov,10,1,si,41.182595619682495,-121.98433327037426,32.91358302241636,101.36620706620185,1.2648641427019608e-07,4.336433341731754
gov,10,1,ta,25.536662593229234,-78.5670637271031,26.8748453579527,64.38518797763147,2.0140133370857293e-07,3.16575962114873
gov,10,10,ka,34.39196950453053,-105.85713016881566,42.60487773430231,83.49116185094654,1.1555197097060004e-07,1.9553168342721305
gov,10,10,gu,37.40367873443626,-139.51457852241148,84.9188021893695,143.92374163118433,1.4060670151060558e-07,4.5133496709974175
