train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.403353564979676,3.829188487968003e-06,-2.1782377639297027e-09,0.009031082814189439,8.771105955000298,9.034778391553983
1,gov,7.409631822455624,3.4775065790142666e-11,0.08859534906649719,-0.07238349524032692,9.936717189207904,9.78866886800275
10,flores,4.560455118103817,-1.3675879273567792e-09,-2.550691973211225e-07,5.435316837867918e-08,5.9457652880809935,5.719918721677785
10,bible,12.340005020992004,-6.002988466569981e-09,1.5952072341446388e-07,-7.242237546360441e-09,13.3146676545878,13.653194142112397
10,gov,15.541005474925152,2.532478044559277e-05,-6.251191707330038e-09,-6.075712597985934e-05,17.12813967731627,16.95690929630192
25,flores,5.784612032399706,-1.0396678619953933e-09,0.020906228424481935,0.024856960654690022,6.999343235143295,6.715428524943046
25,bible,14.622740412533208,4.903282273623085e-09,-0.0012569434362008553,0.0018361224886613234,15.110156741664335,15.450676487395969
25,gov,17.47280351691152,0.013215092977582022,1.0594676338039497e-09,0.002887776033048283,18.996165074905168,18.830259985031716
50,flores,11.69732997732664,3.4842005606267433e-05,-3.0879061251823035e-10,-4.443708085920916e-09,4.236739920884902,3.57624724675487
50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.832831412462646,-1.6178903412676331e-09,3.337008404582006e-07,2.7636698305504162e-08,5.893617880058111,5.611355284239107
