c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
19.291950803756723,0.7691017142520713,-1.0259639967119232,0.21893161846244644,-0.18635099896678478,-2.620794461989174,0.8133138921947644,13.623087260029301,13.64285551360364
