language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,0.9174964283532735,4.1474388453397655,-0.39722104929654517,0.010063553381236835,11.075516876158606,11.095407792148707
gu,8.645324960727324,-0.0334729243649435,0.09125025113485682,-0.003102287497230245,11.4362160279105,11.468959718757976
hi,7.293226673379443,1.1659911396668852,-0.04871383639880797,0.0006071344587223859,12.290843977490413,12.290843977490413
si,6.954060638073141,1.3445354524666182,-0.05482349684636275,0.0006718232707955791,16.882050881788878,16.882050881788878
ta,5.941588566650646,1.0565125104311428,-0.043080531984804216,0.0005346729270079177,13.809315383393368,13.809315383393367
