train set size,c0,c1,c2,rmse,kfold rmse
1,4.789478661320114,-1.9023384817341313e-09,-0.04444590679192305,8.485473783406949,8.463416321814268
10,10.810588218623746,-8.452527117438489e-10,-1.3579679618049745e-06,13.780854927674929,13.713895314151745
25,12.590683588466367,4.673107648123382e-07,9.668709710079486e-08,15.399099300761675,15.288874908753241
50,17.090980273906762,7.738728774190642e-09,1.5673575684260364e-06,17.408813775782615,17.985274798406657
