c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-12.577936559779772,0.28572132766749764,-0.0022381918521881977,-18.34853896089606,69.94047708000477,79.3122949062641,90.0,48.44998943854614,4.157253534259316,90.0,4.922949581698728,4.9560866068137255
