train set 1,train set 1 size,train set 2 size,language to,c0,c1,rmse,loo rmse
bible,25,1,si,-0.07163947997746176,-1.8038129537296825,0.5104265210665311,17.052182518033685
bible,25,1,ta,-0.5256969776224694,-1.7578422870456203,0.12840493071236372,2.959116601607693
bible,25,10,ka,3.979684789016919,-1.7154923791723171,1.7170955656479814,30.35479837533387
bible,25,10,gu,9.088726910786455,-1.8461902541078699,0.6438985850585405,6.650121030063554
bible,25,10,hi,8.532907203873135,-1.6564270684762499,0.2411119261140592,3.320556588003406
bible,25,10,si,6.758451075169359,-1.5785657218203593,0.6953239421542884,18.212009830389032
bible,25,10,ta,4.781172903037859,-1.5056703205208286,0.9857907906441497,15.694436090652154
bible,25,25,ka,4.654773819842301,-1.750490263806828,2.4508663066322898,47.859046233986184
bible,25,25,gu,10.233417179366157,-1.8646326696692037,1.0107149734241003,10.94406116827091
bible,25,25,hi,10.006120078947234,-1.6489212530682995,0.8227747683873397,12.843798954335261
bible,25,25,si,8.626999753451933,-1.5663727144061246,0.9670827186817658,20.54555401233049
bible,25,25,ta,6.672323615680495,-1.4875936324640238,0.8284645285354028,16.907065235458585
bible,25,50,hi,11.049148944539168,-1.6584588554900792,1.569473722792749,26.905922475532055
bible,25,50,si,9.077058343547504,-1.5747168077576639,0.7473839712127873,21.270888090410615
bible,25,50,ta,7.783838965314255,-1.489195617353652,0.3989955977260541,12.776015457198916
bible,1,1,ka,-2.0428934929876665,-1.5820424399582138,0.1977636226761231,1.7549199804969042
bible,1,1,gu,2.4823138002615885,-1.9225566632913387,0.6885438269544352,5.3906774653495075
bible,1,1,hi,2.500419072246353,-1.7383351575571224,0.7740432487907953,6.869428652239098
bible,1,1,si,0.7068843081807993,-1.738441993777719,0.4151964674726164,8.199167358797824
bible,1,1,ta,0.476714311790989,-1.6829436002644023,0.9647758498302099,9.7052723222035
bible,1,10,ka,1.302303647174108,-1.7321698442757245,1.7650381300740616,31.641529080711937
bible,1,10,gu,7.60548917891011,-1.8652415893447025,1.0504607756071285,11.40237668848586
bible,1,10,hi,7.344174081410644,-1.6793466215345898,0.895152771332644,13.939881373803631
bible,1,10,si,5.902502961355733,-1.5793694258058402,0.4919281935786405,15.464099830131156
bible,1,10,ta,4.19229745389959,-1.501029364705764,0.9812446291859744,15.521238503987036
bible,1,25,ka,2.6598951907135087,-1.7761429837733318,2.844090239859816,58.35134929995652
bible,1,25,gu,8.527611203640737,-1.8994866456044281,1.7823410631711307,20.930472378578553
bible,1,25,hi,8.351150506129587,-1.6839763411301418,1.696858539130114,30.468370123672916
bible,1,25,si,7.09251016755007,-1.57478727543755,0.24089171830745768,9.969407920422562
bible,1,25,ta,5.398831877988152,-1.494101361653842,0.46743738014624603,13.983794185519674
bible,1,50,hi,9.097255298418412,-1.7023941003214285,2.5463203298503516,49.84741063694987
bible,1,50,si,7.730087778139272,-1.586878468652024,0.13770957074468734,7.460367306217993
bible,1,50,ta,6.607379027367893,-1.495525307376787,0.12537073938303295,5.74452654340597
bible,10,1,ka,-1.0874716809542326,-1.7961656307215839,0.3776932894087542,4.259794196433822
bible,10,1,gu,2.3736369531205024,-1.9618431368579037,0.261706976126743,2.2622871970580847
bible,10,1,hi,1.6480568613345046,-1.7756899785434144,0.12091263950673257,1.411879572420561
bible,10,1,si,-0.19415729545749377,-1.7946177223838888,0.31408000559442056,9.638516767151446
bible,10,1,ta,-0.42609540196467355,-1.739455311219257,0.31687806485333747,6.4558261037303994
bible,10,10,ka,3.1934732194842383,-1.7197182620580695,1.9954475732606283,36.501730225353306
bible,10,10,gu,8.642379133907545,-1.8542295803921989,0.7068795583501275,7.378612605673486
bible,10,10,hi,8.503487922473443,-1.6506384234501703,0.2927623922872875,4.054300134194174
bible,10,10,si,6.3063126338515385,-1.5804165565154975,0.8197024177963906,18.78292349349887
bible,10,10,ta,4.784872512864209,-1.5041288571274296,0.9842782339610809,15.636706071591249
bible,10,25,ka,4.238111695156848,-1.754156242450319,2.442766638806737,47.74357618014827
bible,10,25,gu,9.757754368463141,-1.8751617757648158,1.230139737640091,13.65342532628639
bible,10,25,hi,9.496219308419132,-1.6615645815471445,0.9213620712129559,14.71203647613014
bible,10,25,si,8.179255721567822,-1.5657721279555605,1.007289422424506,20.516979107213768
bible,10,25,ta,6.1599761054101805,-1.4905692376060733,0.5864003603486446,15.70991729891063
bible,10,50,hi,10.479842464435162,-1.6738755401692818,1.6208655559759944,28.192535393055696
bible,10,50,si,8.665682263532847,-1.5780246969704532,0.5876403995865306,19.366552206021012
bible,10,50,ta,7.37183258189048,-1.4920288530159755,0.15688209106693224,6.005384356093293
