train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,8.386340458088478,3.330069391806147e-07,-4.0169071987016856e-10,5.7783730141945915,5.78267355350241
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.20190460416671,8.240000918095272e-06,-1.2184412364849782e-09,10.092916216205023,10.205108783755346
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.891578628477575,-3.636546400872659e-10,1.3284493849788688e-08,7.567611658806299,7.599760227700909
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
