train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
cc_align,25,gov,1,flores,25.902090574172586,-33.88686027942211,0.5,0.5,0.5,0.5,0.5,1.9970354691979808,2.2678887502709593
cc_align,25,gov,1,bible,2.876808837614584,-2.995613323586572,0.5,0.5,0.5,0.5,0.5,0.7370858684829026,0.7878618355469005
cc_align,25,gov,1,gov,-0.4703418593696847,41.31483550454783,0.5,0.5,0.5,0.5,0.5,2.467755665929383,3.288219741313054
cc_align,25,gov,10,flores,48.39356319340354,-62.83660022451729,0.5,0.5,0.5,0.5,0.5,2.7145311045759866,3.0500346407927985
cc_align,25,gov,10,bible,5.853913587947693,-5.70247208326388,0.5,0.5,0.5,0.5,0.5,0.9025820986450417,0.924200386093804
cc_align,25,gov,10,gov,2.6851186615510825,58.53579196045171,0.5,0.5,0.5,0.5,0.5,3.3215372836005677,4.738322290062931
cc_align,25,gov,25,flores,53.363858512486765,-68.78565596285429,0.5,0.5,0.5,0.5,0.5,2.7013382738519076,3.0274190384762396
cc_align,25,gov,25,bible,4.664720339658304,-2.7206273283410067,0.5,0.5,0.5,0.5,0.5,1.0554167000873187,1.071700402922614
cc_align,25,gov,25,gov,0.22285123069171398,69.46058829591567,0.5,0.5,0.5,0.5,0.5,3.659893910126215,5.300699692743209
cc_align,25,gov,50,flores,59.983076074875875,-79.13693554613727,0.5,0.5,0.5,0.5,0.5,0.7885905672316225,1.493037090616821
cc_align,25,gov,50,bible,6.963606806487789,-6.53236879495297,0.5,0.5,0.5,0.5,0.5,0.5273386910905501,0.9984093772521974
cc_align,25,gov,50,gov,7.31094563704775,63.21907934131065,0.5,0.5,0.5,0.5,0.5,4.8095895073070665,9.105986970118375
cc_align,25,bible,1,flores,4.245427253986593,-4.602290273423831,0.5,0.5,0.5,0.5,0.5,0.6660948004633328,0.6695569861327404
cc_align,25,bible,1,bible,7.67486950337893,19.066251626375767,0.5,0.5,0.5,0.5,0.5,2.634416125488236,3.007067786368926
cc_align,25,bible,1,gov,5.361530511448394,-7.885918037865245,0.5,0.5,0.5,0.5,0.5,0.41544317284947346,0.4277621336197219
cc_align,25,bible,10,flores,6.45862720277141,-6.542703173949252,0.5,0.5,0.5,0.5,0.5,0.9237094549334658,0.9483690778824418
cc_align,25,bible,10,bible,11.962395675167715,28.63536617787365,0.5,0.5,0.5,0.5,0.5,3.398664138329147,3.8613222451029996
cc_align,25,bible,10,gov,3.800650178992896,-3.798105284970576,0.5,0.5,0.5,0.5,0.5,0.8691620941874942,0.9667218722491362
cc_align,25,bible,25,flores,5.059699772696122,-3.5794209653114426,0.5,0.5,0.5,0.5,0.5,1.0192549427321655,1.0242908118170129
cc_align,25,bible,25,bible,15.919269881887686,28.713345844425447,0.5,0.5,0.5,0.5,0.5,3.3907754271827253,3.8082052656407437
cc_align,25,bible,25,gov,3.7510768946414363,-3.093733231838338,0.5,0.5,0.5,0.5,0.5,0.9377688337412713,1.0187620947400196
cc_align,100,gov,1,flores,29.589510253387708,-38.27579043522023,0.5,0.5,0.5,0.5,0.5,1.712092009979593,1.8896807033345815
cc_align,100,gov,1,bible,3.6634175425049076,-3.947754340103533,0.5,0.5,0.5,0.5,0.5,0.7068993215785516,0.7641550212791172
cc_align,100,gov,1,gov,4.217422810401358,35.76812693924556,0.5,0.5,0.5,0.5,0.5,2.032508785774042,2.7119014615213235
cc_align,100,gov,10,flores,46.75155375846392,-57.40877891622886,0.5,0.5,0.5,0.5,0.5,2.6495226519319077,2.962405663800216
cc_align,100,gov,10,bible,2.5970545893209818,1.1624851015603377,0.5,0.5,0.5,0.5,0.5,0.936401990787344,0.9364024038660382
cc_align,100,gov,10,gov,1.0485930478444743,62.54340887296288,0.5,0.5,0.5,0.5,0.5,3.3171273554192977,4.65008466665236
cc_align,100,gov,25,flores,50.75826490090983,-61.615617354209725,0.5,0.5,0.5,0.5,0.5,2.488094960027034,2.6366744859990825
cc_align,100,gov,25,bible,1.8880736457440306,3.2037525396170965,0.5,0.5,0.5,0.5,0.5,0.9708848134050341,0.9881547814539186
cc_align,100,gov,25,gov,-1.939560834274094,74.16590924037402,0.5,0.5,0.5,0.5,0.5,3.7253741486431022,5.257162471248169
cc_align,100,gov,50,flores,64.06941701580097,-83.51075316248937,0.5,0.5,0.5,0.5,0.5,1.0681452345797184,2.022317404711803
cc_align,100,gov,50,bible,7.425079475937477,-5.691020622040657,0.5,0.5,0.5,0.5,0.5,0.34181972953698214,0.6471666678150454
cc_align,100,gov,50,gov,5.844707486103892,66.0711754980524,0.5,0.5,0.5,0.5,0.5,4.980499375348786,9.429570310319505
cc_align,100,bible,1,flores,4.877226725560705,-5.3830108106924754,0.5,0.5,0.5,0.5,0.5,0.6532438690565044,0.6537829519009158
cc_align,100,bible,1,bible,10.025446147946857,16.045743839665967,0.5,0.5,0.5,0.5,0.5,2.6556344101747817,3.038694516866061
cc_align,100,bible,1,gov,5.683948328247874,-8.071095307191387,0.5,0.5,0.5,0.5,0.5,0.4886826480827655,0.5015549602335315
cc_align,100,bible,10,flores,4.943749588706022,-2.8635171216324893,0.5,0.5,0.5,0.5,0.5,0.9823382064350038,0.9894845856958222
cc_align,100,bible,10,bible,10.517984636311814,32.04250337317671,0.5,0.5,0.5,0.5,0.5,3.4732625951317795,3.983978281233121
cc_align,100,bible,10,gov,2.4913271698077017,-0.5990607289625001,0.5,0.5,0.5,0.5,0.5,0.9044263136333056,0.9672989780995513
cc_align,100,bible,25,flores,3.8455567565879814,-0.2993367080463432,0.5,0.5,0.5,0.5,0.5,1.175371114596355,1.1878329443459235
cc_align,100,bible,25,bible,18.491823045406647,24.74907540716613,0.5,0.5,0.5,0.5,0.5,3.4557472032786354,3.8557572117702597
cc_align,100,bible,25,gov,0.64531044750453,3.208748068463051,0.5,0.5,0.5,0.5,0.5,1.01675207737619,1.058770189849296
gov,25,bible,1,flores,8.05499710688775,-10.947810439822296,0.5,0.5,0.5,0.5,0.5,0.8236430280777668,0.8367166116412612
gov,25,bible,1,bible,15.14345756678637,6.213483063341581,0.5,0.5,0.5,0.5,0.5,2.2919979478749943,2.8317623486152557
gov,25,bible,1,gov,8.002177834205987,-10.635342991695948,0.5,0.5,0.5,0.5,0.5,0.8048085135205768,0.8257883357751886
gov,25,bible,10,flores,10.501242713829841,-12.911810654197518,0.5,0.5,0.5,0.5,0.5,1.2660801944329434,1.3695587457485767
gov,25,bible,10,bible,16.102962062291134,21.510583275820014,0.5,0.5,0.5,0.5,0.5,3.558751160448341,4.175440387917764
gov,25,bible,10,gov,-7.172094639753622,22.550324061708256,0.5,0.5,0.5,0.5,0.5,1.7921937201402887,2.155600614305143
gov,25,bible,25,flores,9.234288597404708,-10.114820376638336,0.5,0.5,0.5,0.5,0.5,1.533931326255559,1.628182873655072
gov,25,bible,25,bible,22.41465458637246,17.11392957840765,0.5,0.5,0.5,0.5,0.5,3.312010885413778,3.685605281001165
gov,25,bible,25,gov,-8.601549248017408,26.075058421932237,0.5,0.5,0.5,0.5,0.5,2.1082636659486247,2.328772742612449
gov,1,bible,1,flores,5.4974219539271045,-7.010618681770649,0.5,0.5,0.5,0.5,0.5,0.8950886039568346,0.9109290114087691
gov,1,bible,1,bible,7.710631038828105,16.506464997827827,0.5,0.5,0.5,0.5,0.5,2.7469237585263353,3.1506312931308833
gov,1,bible,1,gov,-0.21875248720354354,5.385769970864394,0.5,0.5,0.5,0.5,0.5,1.2381787271269582,1.357591997317837
gov,1,bible,10,flores,5.916039530588706,-5.091574784969169,0.5,0.5,0.5,0.5,0.5,1.289273831580857,1.451505478375081
gov,1,bible,10,bible,13.442220316433483,24.766448094106448,0.5,0.5,0.5,0.5,0.5,3.731669337203222,4.3272982010050685
gov,1,bible,10,gov,-15.581576692514549,39.635568694082416,0.5,0.5,0.5,0.5,0.5,2.438623036684225,2.7219233412382655
gov,1,bible,25,flores,6.589072130347596,-5.72987893804969,0.5,0.5,0.5,0.5,0.5,1.4170058547357116,1.5199107864545056
gov,1,bible,25,bible,15.181897345206528,29.32333580924496,0.5,0.5,0.5,0.5,0.5,3.539596986427491,4.104382197769932
gov,1,bible,25,gov,-15.289706920329523,40.048045902184306,0.5,0.5,0.5,0.5,0.5,2.6893798630320904,2.816182706049581
gov,10,bible,1,flores,8.301038432382025,-11.537313783993017,0.5,0.5,0.5,0.5,0.5,0.8104054025446057,0.8455421119659386
gov,10,bible,1,bible,16.37965631056313,3.2551323877641765,0.5,0.5,0.5,0.5,0.5,2.1655116165036485,2.6983470645747065
gov,10,bible,1,gov,7.081396549081354,-8.789706156553596,0.5,0.5,0.5,0.5,0.5,0.9148246046917645,0.9576002676239787
gov,10,bible,10,flores,9.042375437307665,-10.418732260395444,0.5,0.5,0.5,0.5,0.5,1.210358861646921,1.297407462460366
gov,10,bible,10,bible,17.211146111547016,18.819855325968554,0.5,0.5,0.5,0.5,0.5,3.420943465646666,4.0488913181267945
gov,10,bible,10,gov,-9.796108218016158,28.054086306959007,0.5,0.5,0.5,0.5,0.5,1.930275514293825,2.3285386437932587
gov,10,bible,25,flores,7.737364534987349,-7.372127953737586,0.5,0.5,0.5,0.5,0.5,1.4226740423791502,1.5093290519346294
gov,10,bible,25,bible,18.131196264216953,24.53323915026411,0.5,0.5,0.5,0.5,0.5,3.4218323773613517,3.7839979433948985
gov,10,bible,25,gov,-13.465883284634781,35.44865265767042,0.5,0.5,0.5,0.5,0.5,1.9533768812361998,2.1885008430973967
gov,50,bible,1,flores,10.91400866389862,-16.13179926349354,0.5,0.5,0.5,0.5,0.5,0.36153372769174164,0.6844911388462082
gov,50,bible,1,bible,25.106312754726403,-9.04533757463523,0.5,0.5,0.5,0.5,0.5,2.3418240907442764,4.433771259979594
gov,50,bible,1,gov,9.050829799870021,-12.809672047510062,0.5,0.5,0.5,0.5,0.5,0.31387776083583296,0.594264188130741
gov,50,bible,10,flores,11.644175994027377,-15.71011185324285,0.5,0.5,0.5,0.5,0.5,0.26877424540365913,0.5088697827102968
gov,50,bible,10,bible,27.86410425015797,3.8083982003263106,0.5,0.5,0.5,0.5,0.5,3.3501217330046322,6.342779315235557
gov,50,bible,10,gov,-2.420603625796181,14.182212069866509,0.5,0.5,0.5,0.5,0.5,0.1601294428290167,0.3031727807961722
gov,50,bible,25,flores,9.78094732092095,-11.91241723404021,0.5,0.5,0.5,0.5,0.5,0.3443721798886938,0.6519992157384219
gov,50,bible,25,bible,33.05465948846731,1.8638859252912832,0.5,0.5,0.5,0.5,0.5,3.1487174470185653,5.961460971501756
gov,50,bible,25,gov,-1.967059757683404,14.502784554949613,0.5,0.5,0.5,0.5,0.5,0.22551757722449647,0.42697201533283036
bible,25,gov,1,flores,23.81622444693701,-32.10435588837364,0.5,0.5,0.5,0.5,0.5,1.6059163447995977,1.8714457073176967
bible,25,gov,1,bible,12.50220331498482,-16.601993992171618,0.5,0.5,0.5,0.5,0.5,1.6226849339706075,1.668598090564337
bible,25,gov,1,gov,3.3011968364476494,33.374661748209824,0.5,0.5,0.5,0.5,0.5,1.5631598942582112,2.3321179935387515
bible,25,gov,10,flores,49.99342576816235,-67.89892658675215,0.5,0.5,0.5,0.5,0.5,2.57304874027301,2.9981723708237586
bible,25,gov,10,bible,10.187846683481549,-1.7499397047700354,0.5,0.5,0.5,0.5,0.5,2.3887287356776694,2.5776112230654267
bible,25,gov,10,gov,2.175489742481097,59.023300083763864,0.5,0.5,0.5,0.5,0.5,3.2853726300976787,4.627895329453438
bible,25,gov,25,flores,53.512892192510336,-70.6462124445686,0.5,0.5,0.5,0.5,0.5,2.5907959840007573,2.893556639068704
bible,25,gov,25,bible,2.1028951698466756,14.820872348924874,0.5,0.5,0.5,0.5,0.5,2.7553337189771523,3.006271668555287
bible,25,gov,25,gov,-3.8306241194431028,76.4640796691036,0.5,0.5,0.5,0.5,0.5,3.804206553139212,5.384746704695328
bible,25,gov,50,flores,62.05469074423783,-85.14866945225688,0.5,0.5,0.5,0.5,0.5,0.7447632767362489,1.410058939547627
bible,25,gov,50,bible,20.09839811178538,-15.03413999281396,0.5,0.5,0.5,0.5,0.5,0.5647848567415313,1.069306135624345
bible,25,gov,50,gov,2.229880562915582,71.44674790121468,0.5,0.5,0.5,0.5,0.5,4.797532859882591,9.083160203341537
bible,1,gov,1,flores,15.251328031441775,-18.679681872662872,0.5,0.5,0.5,0.5,0.5,2.041808419161285,2.192671276532484
bible,1,gov,1,bible,6.578188107149954,-4.119105474405213,0.5,0.5,0.5,0.5,0.5,2.0853102335285087,2.087414435607758
bible,1,gov,1,gov,-8.746158947468393,50.347586461362205,0.5,0.5,0.5,0.5,0.5,3.57506885780392,3.9301561394150712
bible,1,gov,10,flores,45.951752563288515,-62.29090829338297,0.5,0.5,0.5,0.5,0.5,2.823580017213004,3.18899781590233
bible,1,gov,10,bible,-1.2885589178787238,16.034901799929745,0.5,0.5,0.5,0.5,0.5,2.6356231992524024,2.7633473479001625
bible,1,gov,10,gov,1.7939825747084288,58.12199480894577,0.5,0.5,0.5,0.5,0.5,3.491646588321923,4.758104333166596
bible,1,gov,25,flores,53.24602406165846,-71.39318215678317,0.5,0.5,0.5,0.5,0.5,2.7867715448273893,3.107088052635924
bible,1,gov,25,bible,-4.498025737643119,22.56104596245843,0.5,0.5,0.5,0.5,0.5,2.650492460773899,2.822171260458581
bible,1,gov,25,gov,-0.22785917374599476,69.15450103666772,0.5,0.5,0.5,0.5,0.5,3.718459047772276,5.314723989331674
bible,1,gov,50,flores,61.95449066635001,-85.62379182664337,0.5,0.5,0.5,0.5,0.5,0.6215093782160853,1.1767025713912573
bible,1,gov,50,bible,10.955275452268454,-3.0108621652053027,0.5,0.5,0.5,0.5,0.5,0.4771302757863229,0.9033498778049115
bible,1,gov,50,gov,6.9879205572348955,62.54690004714303,0.5,0.5,0.5,0.5,0.5,4.886463690948714,9.251532714064261
