train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,15.109027307479884,0.0009626383108632294,7.933086575589784e-08,14.476845085010313,14.49008100022669
bible,9.48617757303234,7.176663648774623e-08,0.00020711691467178056,12.018280554489717,12.027219426892838
