c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.0598561834585545,3.2576918485967466e-05,-0.00020476586732169963,0.0004123753805512803,1.227089109597292,8.134935278151203e-05,0.0043679552179197575,2.6111432662533,2.2073013003104345,1.8438425788356245,0.003751291347389069,-2.317291627197159e-06,5.874280516363736e-07,14.043189253888917,14.044911194952384
