train set,train set size,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,5.684943976651868,-1.8993108958848286e-09,-2.773807285880038e-09,8.669242872426489,8.94066240982134
gov,10,13.326326634812384,-2.817294185479957e-09,0.08015929097992967,14.331672488506944,14.554840839293343
gov,25,14.525255506125072,-2.4770309124004812e-09,-0.0053533322007816705,15.920115439891065,15.98218570934616
gov,50,17.066581391438042,7.147571250162476e-06,-2.5232068598451837e-09,17.412299868281266,18.0900789611953
bible,1,3.7596619168891254,5.064642037482038e-07,-1.0415862268064141e-09,8.212637982773572,8.092131045709241
bible,10,8.025275930477044,-1.5200086152976729e-09,-0.06570888093231313,12.611388420093776,12.512689254599984
bible,25,8.893011366792186,3.1121766572439483e-09,0.10130801571419826,14.515406576865564,14.38577781858367
