c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
31.433305814437205,0.18742618369272582,-107.7229403806393,59.49377528297157,11.987947281794744,3.7580029757633504,10.29682188565746,2.5946616597901566,1.6168588870317453,-4.570784410585678,7.206097620309196,-3.7976117728153693,6.138656223485738,-16.624606358466576,1.9065013022129673,-2.4364521144118942,4.3995940687139665,4.437577204523455
