c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
7.5474963463767635,0.9963100858904931,0.00045791543585919117,0.0002101921036066543,1.1869287314485931e-05,2.8031601659765477,-0.00037050387388194245,-0.0002959513045863274,-0.00027901865940439807,13.940287462121619,13.924434128178968
