c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
38.65353907588176,0.3210545083249704,-0.0028011943501443583,-110.62001269496305,64.58332662515765,0.0,0.0,0.0,0.0,0.0,0.0,4.628035511774611,4.700163020988677
