train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107641334314694,5.107641334314694
gov,1,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,5.902963471165826,1.080347232367225,0.00017277178531708036,-1.0155956022358511e-09,-0.00010307129581819507,-6.979897002706363e-06,0.0006089721212353997,2.3834641572105157,-1.751371396396723e-05,4.864986690093142,3.93081993531017,-8.265109185088452e-05,1.090675898706949e-05,5.061635957042619,5.021562968328029
gov,10,flores,3.88742461335952,-1.2569095362554183e-08,1.3969905592702365e-08,3.002027323900044e-08,-1.6129552488204577e-09,9.890890881650537e-09,6.2919504811583536e-09,0.7448287016937237,3.517319677889975e-08,2.8340726038241835,2.2181582904276524,5.4779823616026566e-08,-2.5650334763494705e-08,4.628995759995323,4.080037439487675
gov,10,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,11.8019244385414,1.5360348401769444,-3.386755582981182e-08,3.892657137804743e-05,-1.7147539244330382e-06,3.906389298792769e-06,2.4606118116061377e-07,4.824645999901103,1.5015729888818236e-06,9.69080315522026,7.7907912787819305,3.0477526060641347e-05,8.403083192265072e-07,4.995667859302224,4.4718236902177315
gov,25,flores,4.729294595234709,-2.531818422438926e-09,0.01259851979901717,-0.025016552805079587,-0.000817588908110449,-0.01767999251080589,0.008131812887096858,1.0449795412487024,0.00019326308916770902,3.8184452581498256,2.998682650404981,0.0050799739366173225,-0.0012436201792774034,4.949062460507534,4.436861560446003
gov,25,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,14.61803475604189,0.0007154858817053184,0.001965702357826459,-0.0015130903162040926,-0.00022839012396390728,-1.1790823442717527e-09,0.0013909403717204266,5.013175157238543,0.0021218083690303694,11.225796995417863,8.17927165826221,9.6900828415283e-05,-0.00023708721590867156,5.623961959329525,5.298923849511991
gov,50,flores,4.6499875075278565,2.918559283501166e-06,6.497229034852579e-06,1.0753191390816171e-05,3.2489838006549973e-06,1.541523711665359e-05,2.7296033026651657e-06,1.0814295676581325,6.0341824444787e-08,3.7495507524962544,2.939165933693841,1.476856369129024e-06,-7.232255077490077e-08,4.657018583157635,3.7888773315013986
gov,50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,13.731184291553673,2.4925315793570744,-0.042489680156771945,-4.5626804855278524e-10,0.2611425431664184,-0.03084191204599344,-0.02251738388054679,6.911653231527651,1.915774531772451,11.234386451710836,8.987256745718314,0.0011897739640528637,-0.0020505802085341823,5.956433596692471,4.946038227052707
bible,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,5.738523528615331,0.0004110321463318142,9.03582973887428e-07,5.086749097332019e-08,3.4883647576848855e-07,2.5333229327592733e-06,-4.5664068906151805e-07,1.6596863987721813,-1.8653691614137738e-08,4.518976446399817,3.4214595706144664,8.079227046735788e-06,-1.7690687032527428e-06,4.470651308349673,4.265746188369105
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,9.959765527114422,-1.1737908495960177e-08,-9.938204101287446e-08,-8.046470381517373e-10,6.040506387202311e-08,-7.776927197587948e-10,-1.6883496877669116e-10,3.134853910041591,2.612726502948884e-07,7.894395860657248,6.0356407632777955,2.4803737413134643e-08,2.416594829604367e-08,4.890278835305355,4.680095059153352
bible,10,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,11.518512431727835,-3.0652041143823847e-09,0.02304292826571909,0.006768858433930773,-0.049871233169768284,-0.03949850534165629,0.005549388609903866,3.670958980346812,0.009273203553927446,9.153177319574338,7.0243721058790936,0.005144140895920515,0.008986323034542441,5.125568995789949,4.967681014114791
bible,25,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
