model,pareto,rawlsian,all
linear,False,False,5.643266232181038
poly2,False,False,5.46325959804262
poly3,True,True,5.4141087639697005
exp,False,False,5.837435133976676
log,False,False,5.63150923228063
power,False,False,6.769159001465253
hmult,False,False,7.162683112306574
