language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,33.19049687884954,0.49243973139752506,-80.81240153594736,32.65205921185463,4.964889220156883,5.023890349025551
gu,28.810757917299824,0.5041187203714486,-4.74629061406804,-89.92094060335907,4.890424395718001,4.945711078208497
hi,37.55678840906625,21.709215645149495,-64.04400783081891,-10.531266960450086,4.119762160215713,4.11224161334226
si,59.641236914926175,0.8281898423621682,-204.35307600119785,177.20275565486526,3.7156662561320757,3.7624298453455665
ta,43.81836831780461,0.8805786860116029,-140.38936008553583,113.01516781098196,4.116715383180659,4.1746497762184935
