,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-0.5, 1.0]",9.173067274558417e-15,[0.5],1.3614870289043082,[-1.0],3.3599454073705712
kfold,[-0.5],4.1023203976182695e-15,[-0.5],1.6997148665665347,[-0.5],7.256125256707449
