train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,gov,1,flores,7.09053141910487,2.3335778152194475,-1.5347881898545863,-4.188986234021235,2.2983327290306192,2.514458192135637
cc_align,25,gov,1,bible,0.1407227704420612,0.6496263571794404,1.2136916410602467,1.848329125625533,0.7220341635499898,0.7546522377881584
cc_align,25,gov,1,gov,6.5967097675207675,14.082373312816596,15.4904916851106,16.71584523834657,1.7021554962262804,1.8443155912152782
cc_align,25,gov,10,flores,16.069040830937666,6.0304902464339385,-13.080247453442308,-9.31379272635424,3.349975124285751,3.6694686320167103
cc_align,25,gov,10,bible,2.143425023083956,1.0222872327547916,0.21624195019919262,-0.46903301608883735,0.9221352033912019,0.9235799911215065
cc_align,25,gov,10,gov,16.17143737128705,17.131445933570745,18.08090556802487,19.940906160395357,2.768092002324588,2.9283100927174286
cc_align,25,gov,25,flores,20.983112368900333,-1.4948358818923835,-9.207441644536205,-10.670672134554106,3.411353592539672,3.741323295312294
cc_align,25,gov,25,bible,1.8733075276390634,1.3411810919170264,1.1077821057393489,1.0332511997427771,1.0454664030948102,1.0461835403025748
cc_align,25,gov,25,gov,16.955697667909586,19.831165650165236,20.485523603494865,22.85870884907153,3.0591393125082327,3.2287768581925507
cc_align,25,gov,50,flores,37.73523340057593,-14.732026472245574,-27.449689272716455,-26.454319605568774,0.3265986324165429,0.4618802146538891
cc_align,25,gov,50,bible,5.938011148131252,-1.1970486922270256,-3.718439003789484,-4.079295131610737,0.40824829117219225,0.5773502679671292
cc_align,25,gov,50,gov,19.23179367736583,6.591311034353893,38.4460881607551,39.68885136436497,3.6742346145663385,5.19615242478723
cc_align,25,bible,1,flores,1.0836788137702067,0.6550149067958586,0.5040447432576738,0.5024203761395729,0.6792152334373349,0.693902010373159
cc_align,25,bible,1,bible,10.026759373944563,8.19051368310919,7.24569764066169,7.332474994814107,2.47109962027704,2.5244801444846
cc_align,25,bible,1,gov,1.3278503424175916,0.18274430128995917,-0.6590677521373781,-1.2356444402258115,0.4871686908385363,0.5152669211195307
cc_align,25,bible,10,flores,1.895335224024938,1.1419142209636848,0.7082954061396608,0.45307051166650564,0.9430447143870397,0.9744229061345766
cc_align,25,bible,10,bible,17.63017033577565,11.774622483564311,8.102810044305182,5.6545272788443866,3.3000505046640325,3.3402095740992
cc_align,25,bible,10,gov,0.20039262145683595,0.9606724162256381,1.6624535235548612,2.429262316332615,0.8438009243891595,0.8988882021173205
cc_align,25,bible,25,flores,1.7178241391270732,1.3353444046550622,1.2272190354525945,1.2615911974567913,1.0091250335480404,1.0229858259037872
cc_align,25,bible,25,bible,21.346312612021947,13.586407469820138,7.655641385413372,2.372586453720954,3.3230006520212028,3.353580177477005
cc_align,25,bible,25,gov,0.3081937802722562,1.1753085631589049,1.8928722308289407,2.647471043524602,0.901849950564579,0.9494735382425962
cc_align,100,gov,1,flores,9.807786553328496,2.078878041028996,-4.027209460250306,-7.12338567292419,2.1038852947186384,2.294885618064632
cc_align,100,gov,1,bible,0.5391771414811952,0.6968248091107304,0.9710734916187816,1.35713664847018,0.7042726744663603,0.7416198487091814
cc_align,100,gov,1,gov,11.107331236734453,11.785937179457738,12.310770059443088,13.376061269416152,1.4916433890176297,1.5871357849912544
cc_align,100,gov,10,flores,16.49705549612001,4.6185341411318275,-5.4641122375261535,-13.122356058439523,3.2213868648973736,3.520511326498501
cc_align,100,gov,10,bible,1.0429646318909862,1.900715256696637,2.274068336429895,2.305285245266492,0.8814760348415605,0.8848728722222925
cc_align,100,gov,10,gov,16.113135639869782,17.531419529207827,18.744571754687474,21.080093258915102,2.757776882442328,2.8902422040307676
cc_align,100,gov,25,flores,21.102637115806882,0.7346552688184996,-8.498177934383333,-11.963362132962695,3.1043517841894137,3.342603775537547
cc_align,100,gov,25,bible,1.273208581695624,2.2081331453815554,2.4003287342434656,2.1811412966070756,0.9177871939253311,0.9181503144912239
