train set,train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107641334314694,3.0514717758749406
gov,1,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,10.958610551199431,5.191038941115883,5.270154429144831e-10,0.024190203098722503,0.012597347218663174,0.01961323073113522,0.02952833482469401,5.117542321880753,5.342847179214341
gov,10,flores,9.359001633866798,0.015291752430937498,0.0024049874009924163,-4.671253447307835e-09,-0.00017583589312034602,0.0005902437255152846,0.00017594163936350448,4.232238030970296,4.14835569778655
gov,10,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,17.302813414051286,10.886527765997174,5.11215593753232,0.016940083731089135,-2.5326418786574583e-09,-0.00022126667304025105,0.0020437852618325324,5.062875841967562,4.701426473982637
gov,25,flores,6.408590030421489,4.043800949736916,1.915483739551569,-3.0265195562992917e-10,0.03756524240399583,-0.07263503784188195,0.012351404311860393,4.748417358799484,4.652010894909179
gov,25,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,35.82275119352903,0.06961837686226587,0.1862979581540797,0.0355345665447529,-0.010275331794168473,-5.784946243576386e-09,7.26229990377178e-07,5.119951582094073,5.879735840369293
gov,50,flores,9.226813530865181,2.7994607306317287,-1.34243940648591e-07,-0.03241231346286119,-4.180976790041788e-09,0.008262903424033522,0.0006400337537581986,4.23297797620909,3.8000071494338363
gov,50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,21.529217619451597,13.571536704279316,6.409633741367797,0.05145631500296019,0.08363050786289054,0.0795500444715574,-2.146835484799156e-09,6.215047898475341,6.367847366888069
bible,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,5.062225329611717,4.112451305983502,3.2576515109545965,2.4883332460103484,-7.889791068644602e-10,0.0004516331211839368,-0.014352061518989113,4.8493209450579755,4.423309586648307
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,13.357937027338902,8.452709834261173,3.993755328423402,0.000162980426086541,-0.014844898276991914,-1.6093681256898308e-09,7.454338433086969e-07,4.908309785717646,4.6606715783966175
bible,10,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,9.57495809060007,8.244307203612662,7.046712423225078,5.968885706353021,-1.1275598626072871e-09,-0.014436865102702211,-0.004905893468136643,5.805204088903895,5.105651144997676
bible,25,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
