c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.28413474261243,9.406111185520203,-68.54037781301008,19.131718926599213,13.029667610245262,-1.1780244364238373,3.620390498027817,-25.71180690427896,7.130775931291413,4.54829901754232,4.5785678844688915
