train set,train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
gov,50,bible,-10.753715457635536,33.55525636519824,5.866847418163838,1.6413933736351152,19.27079769718817,2.00681272478216,0.8302451678856021,-23.519520433984493,-5.171449717953248,-4.247742100790624,-41.19192758535001,-10.719288455188702,21.954878138086826,-5.2474942088232055,2.3587953605269805,13.457729659174888,28.165989083886195,1.484218108647397,0.4821291337615111,3.2376679140743676e-08,7.636475631580531e-10
gov,50,gov,5.3918304321589305,8.20502118652567,12.880505144856183,5.163516130654886,6.406203693977877,1.2222048398469247,8.916265516794532,-2.161141289642649,-6.206814037192929,-27.52372515952974,10.569968958208541,14.888484181519859,18.826982493300257,3.3939817853401197,1.0972386237766052,-1.3437170673151015,5.1961258127442935,5.727476023806845,7.7774068741554485,9.304960290490241e-11,1.3825455896695264e-08
bible,1,flores,0.8698326452236608,1.0133865588432887,1.8256701324788374,1.711465132449653,2.893781026042069,-3.4784986184743776,-5.171526387464732,-0.022453952377947006,0.04518373197437282,2.491519263853514,-0.5612842048390062,-1.6704812192924918,-2.0983726904922477,0.0053266400026203125,-0.960893966092917,-2.0416129269355046,18.531544154272286,-25.72679548456126,-6.202508545467368,3.118061072062506e-11,0.08428825928384194
bible,1,bible,5.417703499888847,4.751399236484584,1.2219057245391083,18.001433083644336,-1.856974856148568,102.7078115816252,88.27936892095912,6.123510340083759,-0.4222495014161049,-17.973801261287683,3.472521215711794,0.7277363425171133,-18.064552932667617,-1.064509693697676,-8.403242624042571,-17.031819760862117,-48.814387672757334,105.399138967781,6.877767199386933,1.0083576277186377e-09,0.9316827146950855
bible,1,gov,0.5520747169594489,0.557069468444477,0.46768220241222397,-1.0978707002297623,2.1235360325952595,8.338950101677565,-3.8124738304229377,-1.3706704096686522,-6.720357491387458,12.084191718530649,-0.22253739242618445,-0.859512608889908,-1.8023392607637505,-0.04955271296726166,-0.7847951103418894,-1.5090015233204985,11.737472340136307,-21.546748691351368,-2.1183289457642065,5.479372236616432e-10,0.07561706865200125
bible,10,flores,4.403303322205752,2.7528427958651043,1.1669515885788404,-0.5263029513736658,2.4325959815197433,0.09645175820904066,-4.580201621587576,1.7237772545571688,-0.48350033117003355,-2.916788340815855,1.8661517268096461,-1.057787823636144,-4.53658293920233,2.248086399311981,-0.059522865763766294,-2.522465894606936,-4.539546235118827,-22.644456848300244,13.89529206907917,1.3851096003637277e-11,0.9327408162477991
bible,10,bible,2.9111811178480043,1.7789562545609132,-24.74884412626126,63.16737919286851,-3.983970753989524,128.2065058792765,-2.5240282974389396,-6.911954628500778,-98.16474093621876,121.57753913296126,5.151581065841762,20.76178162911969,-19.06028051763175,-1.7888997779967717,-6.991646739148586,-12.783892553510503,52.07865270163748,-54.85305323402036,59.32151211157911,2.208341809099759e-09,0.2811388573368831
bible,10,gov,3.4111726028983074,1.4976074176056524,-2.5383498232560484,3.239104231564628,0.8921956770892756,11.48645363093938,16.04315061557676,1.4065715764538997,-3.064443692208945,0.3401768007368914,0.2416396072437269,-2.765778872934797,-4.284551149158069,1.570092035717151,-0.5572425992597304,-2.8301907519420992,-6.868665807439112,-5.9927763477345914,-5.382923826270453,8.202934051276546e-10,0.20080401911327733
bible,25,flores,3.24209835018385,2.6251379951067904,2.31732040445967,4.706726378208567,1.993386737513017,0.6959840831428811,-6.407309409092887,4.712535785458962,11.820260686226552,-27.018126920445255,0.8710252097601956,-2.0154420792079066,-5.836914925265763,1.729046671088863,0.15208984552668034,-1.4832016098656788,-3.0440671786766953,-24.534126152621027,10.366039301401852,1.5834248616529958e-09,5.987595408609589e-10
bible,25,bible,10.510098372976195,12.38846132509344,23.399073774822046,12.524335114017454,15.040570373121291,-85.8539967364943,-49.809865004589035,8.797882149691473,0.9678661257520595,-17.278009065974302,6.618302604076463,4.726231494835531,6.600167404169799,2.843477214484313,-5.470211414207278,-14.493155125234159,39.9198097592996,63.53796533202845,32.074591794095824,3.440595997745834e-09,2.218347760687795e-09
bible,25,gov,2.806022953840128,1.8681042322483332,0.8613230247103496,-2.3708058279374487,2.19523252052208,12.890536724055247,-7.26416544324018,1.2217959947232724,0.12863788760528655,-2.6184908704633285,0.7008797292101774,-1.5333885881367038,-3.7408181432399594,1.2341071493739633,-0.4604274179733222,-2.2805668477093892,2.6759129619195017,-35.68968146495929,18.05765388137828,3.4205182654408997e-10,7.77015825070752e-09
