train set,train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
gov,1,flores,7.011092200321727,10.091201481732394,5.655344580514614,10.490906686425802,5.613756324682021,5.803546113937706,-8.455414288909175,10.562729557919976,20.616603431339193,-47.19559863543798,3.914638788424181,-9.904964750411434,-15.300652785328383,2.0479233312415173,-3.5655038227041693,-10.058419531245294,3.6477329293774194,-38.43507094926866,31.040232722436823,1.6928884625008459e-09,3.9481496107631705e-09
gov,1,bible,3.530021076504182,1.9619784935178552,0.9004383907867208,-0.7952786792423703,2.194825787357006,-7.467334711502686,-2.6146063492081613,7.26485495949001,-1.447534920246615,-6.827387078382397,1.195086035877504,-0.6811367537569435,-4.030355071910694,1.6992570538709133,-0.8144537526219083,-1.820775444887442,-4.953897458290909,-21.46666738963507,22.324335534356493,1.454357783109749e-10,4.073828162969357e-10
gov,1,gov,5.2416396753453425,4.134058649722587,64.53793599066698,8.372979380302935,7.659702751289047,27.47790874592849,0.2239333115373924,-16.71633531626342,17.598006936012865,8.508929403472612,2.2249212692285796,-0.7552955289952917,-28.13258783225086,-1.2710427651874168,-8.608375881614295,-16.89180150435879,32.32383517412458,6.955417306567421,0.12086556749774514,1.1639333067207403e-09,2.345878635071511e-09
gov,10,flores,17.385138778776774,14.16099009798094,4.245162212418001,-14.823400936933306,13.282491941908544,3.8629530079006913,-47.38803852737829,25.784517954845683,-25.09725177736988,-25.38747527772114,12.207622623810817,-9.381922865056177,-18.32406773516839,12.582752920542344,0.5568798195928522,-10.971907509090258,-34.740798294543474,-21.499981225548154,-44.59314508336962,8.076665570642253e-09,1.0538752514784503e-13
gov,10,bible,2.941003695502961,3.2580989815749968,3.6126037388979193,7.017742656553796,4.254512843121476,10.932258243697339,-4.595902137141246,5.44757682746522,14.3626049985203,-36.00075495188853,-0.5043872915056441,-1.1475262737514722,-12.935178642971566,1.2050748566905556,-0.8127274032655486,-2.634341826532641,-2.0495832445882995,-9.689316898644648,-33.715265933807785,9.724264640780526e-10,2.8561544063184e-09
gov,10,gov,12.834153213746601,8.909231367718807,3.526888873571989,-0.938812297929563,15.499388659231617,6.641665092088342,-25.221001371336325,2.342331941273417,-0.6676079055209748,-2.519434551967916,-10.558102167560373,-10.890415016253714,47.426589948508685,5.511417714848374,-2.5765052453864854,-12.137405722130366,47.89231469172062,-31.59502672982457,-3.88928405922411,3.5393172761484515e-09,3.4727504312367517e-09
gov,25,flores,23.051226580782195,15.432587489325398,2.805912104944215,-17.911405569515875,12.53846029654207,1.3657232189355264,-6.713493353836516,7.4480956212899345,-15.116485475811437,-16.642600185506733,15.954355596250698,-9.768704588797421,-22.01808174014499,16.79970651632759,4.865842904245987,-16.027379522582333,-46.47757558480095,-36.1748969205069,-35.99153964994273,1.0598183144697526e-09,7.032069141035531e-10
gov,25,bible,8.716997247364302,4.809513020717469,-0.354307010672574,-14.157214412007333,5.619265606052569,2.4308592477583373,-4.7711124924984,-4.592382913053329,-32.66078563169458,59.20966554830137,4.343864819996183,-0.7487222637184165,-7.284506167307943,4.052761592302564,-0.9120542061243128,-6.5566788608235855,-1.6982456390809484,-19.16283836716903,-9.345663546392426,5.48214327556525e-10,1.941487661950296e-09
gov,25,gov,-4.022989366631693,10.206617646030441,25.255743253368127,-1.7485095630479501,51.066724671142914,6.4665309878562125,12.609474763490619,35.21621699487488,-29.006418788841373,-40.03919011621213,-1.9809002639690334,20.340593753772414,4.373325923028484,-4.28384022899855,-4.88068222480193,-5.91473785586453,-8.831353317881588,25.930694387573958,-10.41980965824215,8.560962343996649e-10,2.4212317493490035e-09
gov,50,flores,5.763222166398232,3.9288652514104427,-3.159051082495414,-7.547490700064285,4.0200537231825155,3.9715418959346436,1.8849984630084753,-7.472970653654459,-19.25690869050998,-26.551026472631005,-3.347880698917646,-4.249893497787839,-8.542278963334756,5.553159900124369,6.2554741916910155,10.014093051584819,4.975507827770203,8.117440201345048,8.151848535969322,6.882738723777581e-09,1.2602405977313279e-09
