train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,12.664494236865542,-6.32073057305485e-10,-2.271071611425986e-06,2.95684513630624e-06,1.2190352659717456e-07,14.691071415426483,14.789639305651914
bible,6.934482128083704,0.00210209041322285,-7.645211721771221e-09,0.061234320998900346,0.007352368705983053,12.287472548989212,12.273821839259817
