c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
23.218241031577573,16.558526281512982,-7.968296686492453,-106.40222931197764,57.66018369261528,9.369336836136423,3.3392652559875264,0.8636700259932343,8.826206449367035,3.107176301555339,0.9419026063638596,2.761660560212625,-1.9353115340198255,-2.2750217881541936,7.339942732506787,-0.13775159316708474,-3.2307221273354148,9.935958463788278,-2.0166320663550836,-12.774857219742298,5.253353993849301,0.8896098626527202,-0.007285292024628641,4.3345137955612785,4.384042544872378
