model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,True,8.299297545054307,14.072418348670046,15.457517562259843,17.427729376878236,7.848849804076603,12.422778966135114,14.242205761035487
poly2,False,False,8.258110040694465,14.076250096116103,15.458873293028608,17.494771807018978,7.834432282659786,12.424521756812496,14.2475589717564
poly3,True,False,8.225739421506521,14.08009837095634,15.461856348790883,17.522142101294698,7.830976480959876,12.431032487142785,14.261266634178895
exp,False,False,8.309094642336317,14.09433159708864,15.478782754753423,17.445005830037466,7.85101826105867,12.432809815348168,14.25591621367379
log,True,False,8.248230234376848,14.068058481875193,15.453603704027254,17.45812768682325,7.83306834857787,12.4176669110834,14.240902805807425
power,True,False,8.203850564527627,14.08260727013716,15.46693666949525,17.553746766584215,7.815464993565223,12.431193124921206,14.265005672706044
hmult,True,False,8.23140603671102,14.085080531427412,15.467163033673526,17.487933831133976,7.839735406771536,12.434715492146877,14.262750844142158
