language to,c0,c1,rmse,kfold rmse
ka,10.219594097758574,0.34858396177204115,11.181735515976877,11.187611896577689
gu,15.315413414723725,-0.18228028016362902,10.842037792903541,10.854243211807676
hi,15.275333517017813,-0.20822676112075156,11.789693041690976,11.802621872435886
si,16.550919351669936,-0.23744338847202678,16.01099301859411,16.022517917845256
ta,13.78236864342513,-0.1391285420132697,12.87320126137287,12.882821705507112
