train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,3.961413685938671,3.667762946530125,32.72127037725167,1.7453295857392956,55.89190703329123,-4.916829645686701,3.358596507900566,7.9953129662560904,8.008520263989766
10,2.7046111475360806,2.693926850075433,1.2817204480773015,-0.20884013469759802,3.271592641817321,-5.597578276671605,-0.30701540459031745,13.49742212283621,13.536551199407393
25,3.207086418663256,2.486599479738621,2.7843412221054913,-0.2100240689917398,2.7606808164828434,-5.040232252011498,-0.3481378725089282,15.11910349273233,15.164292421285534
50,6.196154648966242,5.0610797920285195,2.226667791990559,2.3422115814273377,8.537503726706566,-4.42349406102041,-0.26786981199561266,17.182031958510862,17.705686432734808
