train set 1,train set 2,test set,language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
cc_align,gov,flores,ka,-5.578967594475657,0.5073511578259294,-0.003934364818162992,1.0979166648054521,-0.027083333267849015,0.2248456260538658,0.26140645267502355
cc_align,gov,flores,gu,9.238157475322627,-0.011759724039797692,0.00019007779231839262,1.3218518376472872,-0.034814814267060276,0.07071067811866298,0.08660254245520273
cc_align,gov,flores,hi,-4.585688740547977,0.7029150218949289,-0.005449986841826093,0.5395562466832725,-0.0065485484617164805,1.1656077121979544,1.199996568185283
cc_align,gov,flores,si,-3.725189747612993,0.5031403248301276,-0.003886455931974348,0.4081719700371518,-0.005331656257228844,0.8573707197995115,0.860291533231796
cc_align,gov,flores,ta,15.753732578830403,-0.5735249858492102,0.0047721998867937335,0.3966731385475843,-0.004589839232014876,0.7714857768713321,0.7763325812089095
cc_align,gov,bible,ka,-5.214026477605557,0.2851503979543508,-0.0022598698503014762,0.15134259259259228,-0.0036574074074074104,0.04082482904638611,0.04082482904638575
cc_align,gov,bible,gu,6.669171515841239,-0.2188752424587103,0.001786557495225286,0.2247222222222244,-0.005277777777777588,0.09428090415820553,0.11547005383780039
cc_align,gov,bible,hi,8.846404055987907,-0.37078351293261985,0.003014268103460972,0.17078126913499847,-0.0023961947721489974,0.39449826111895675,0.4324304770878794
cc_align,gov,bible,si,15.464195498542628,-0.7495881426864888,0.006087371808158626,0.09637368861493761,-0.0010863405042794794,0.30075450086097816,0.34088305927996454
cc_align,gov,bible,ta,8.818183497294147,-0.41038955766669394,0.003349783128000231,0.17551815018165726,-0.002356725653481406,0.3225944143694821,0.33838684827342436
cc_align,gov,gov,ka,-4.937503087202509,1.071537191944013,-0.00845851975779463,1.848657404311064,-0.04634259248439521,0.5421151989096828,0.6639528102731942
cc_align,gov,gov,gu,3.3197935125023625,0.9758899530055195,-0.0077680085129330405,1.5939814785970194,-0.039351851750365915,0.1312334645668723,0.22546236600075814
cc_align,gov,gov,hi,16.115594958698747,0.3211696421263862,-0.0025000238036777017,0.8700027044127964,-0.011856638908165762,1.6796263136229754,1.6809564113928253
cc_align,gov,gov,si,5.467395697935249,1.0734515581135795,-0.008502279129364385,1.3042207617897046,-0.017086802961656954,2.4217549638118863,2.426975093611776
cc_align,gov,gov,ta,16.119088300529647,0.35359612810888796,-0.00273543569153784,1.0087231892051933,-0.013312948250405453,1.8156530889250806,1.816563125531575
cc_align,bible,flores,ka,6.565618085652977,-0.2948549783567045,0.00239439538240924,0.1979629629629646,-0.005370370370370162,0.02357022603955196,0.02886751345934829
cc_align,bible,flores,gu,15.642352157428697,-0.6731500152788239,0.005445644566675085,0.30726851851852066,-0.007731481481481287,0.14337208778404534,0.21984843263804965
cc_align,bible,flores,hi,15.564522328429526,-0.6770640793844208,0.005455623746186526,0.17365740740740918,-0.004675925925925722,0.06236095644623265,0.09128709291769999
cc_align,bible,flores,si,15.511028526894743,-0.7307782781965707,0.005885337336683725,0.15087962962963197,-0.004120370370370185,0.1027402333828139,0.15545631755164988
cc_align,bible,flores,ta,6.600732588987456,-0.27991162944935466,0.00229973748003933,0.18069444444444668,-0.004305555555555366,0.13123346456686397,0.14719601443886218
cc_align,bible,bible,ka,-5.663740842080012,0.9504138947243473,-0.007528644491128111,1.390231477071883,-0.0314351850300394,0.17795130420051983,0.20412416348787354
cc_align,bible,bible,gu,0.43375505778654544,0.7627937293291767,-0.006073905390188948,1.186296297372889,-0.027037037074915452,0.04714045207910669,0.057735026923945665
cc_align,bible,bible,hi,-5.151615866775432,1.1557937563474043,-0.009196572273161625,1.3006481484949997,-0.02935185186637691,0.09428090415820307,0.11547006370074168
cc_align,bible,bible,si,3.2307364530598988,0.8926992887984755,-0.007070483199276692,1.7295833295181204,-0.04208333320967944,0.10274023338281596,0.16832509346666716
cc_align,bible,bible,ta,-5.21198553590234,1.0809094624793354,-0.00860460903307933,1.451064811628721,-0.03393518507190382,0.07071067811865027,0.12247448713915919
cc_align,bible,gov,ka,24.555265274732758,-1.1993327081810454,0.009615994998781794,0.018194444444447958,-0.00013888888888847825,0.04082482904638412,0.06454972243661126
cc_align,bible,gov,gu,15.57059263384642,-0.7140435205811915,0.005762125942427358,0.2520833333333352,-0.006249999999999797,0.023570226039549093,0.02886751345960817
cc_align,bible,gov,hi,15.478992514784643,-0.7009496257392138,0.005636041450358204,0.0911111111111134,-0.002222222222222034,0.0471404520791,0.057735026918829015
cc_align,bible,gov,si,15.481277008944424,-0.7506008874842399,0.006033251544318411,0.13314814814815035,-0.0035185185185183307,0.06236095644623259,0.0645497224368476
