train set,train set size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
gov,1,flores,50.41229566385359,28.55035200212793,-0.4888718585882038,-7.341736867865783,-8.825196790054884,-7.410046908821836,6.928360995408551e-15,1.758279240496556e-14
gov,1,bible,39.76808567967025,41.275865109306714,-0.41028276391336554,-14.991471142803146,-6.746220808105859,-19.89815791519199,3.6389718532636063e-13,4.668369006011672e-15
gov,1,gov,40.69152692284327,5.8194826696562485,1.8872991089835471,-1.114793009758125,-4.836649860925726,2.2788900817299087,1.1007680729470101e-14,2.7519201823675253e-15
gov,10,flores,34.531975374423105,15.93265656382239,-3.099559823239952,-3.8464631896945947,-0.7961516506376166,-10.701411868763921,4.5807968825171585e-15,1.0687705978178971e-14
gov,10,bible,36.24239858165259,32.01033017301841,-3.650020961874305,-10.18720262347709,-3.3291769606820676,-18.063737551773606,3.796248498485888e-15,5.325831383300921e-15
gov,10,gov,30.37552076456915,-0.23556102762199263,0.18715081102976674,1.2984129145032604,-1.1876086465282993,1.0334836275053505,1.5888218580782547e-15,7.280896430443988e-15
gov,25,flores,29.634872830689915,15.4463725234944,-2.8786154522923146,-3.6029763773236128,-0.6452197176978931,-10.240342141679326,7.983731028902324e-15,2.0547465938024708e-14
gov,25,bible,22.167342839168633,28.647811270376017,-1.759462529318927,-9.625674714130602,-3.8411265614612526,-13.810766300331238,6.153480596427404e-15,1.7084453018220232e-15
gov,25,gov,30.603927878658723,-0.14631522763919974,0.03455969917759194,1.4880477653357542,-1.082242663916666,0.7528606439712634,4.4938668397781774e-15,7.105427357601002e-15
gov,50,flores,9.730136599004666,0.9190969627672572,-2.156242825541015,-1.6563499323568498,1.3481267154030179,1.8571915124769227,4.699798436761765e-15,3.397636590582418e-09
gov,50,bible,3.8515221871913194,0.6845857927955914,-2.4769931281949846,-3.520578842805057,2.044205786931218,1.6058876318654332,8.694778322860238e-16,4.0797439158494176e-11
gov,50,gov,31.22112921278149,-0.000499832206447329,-0.0989383467068089,1.6106221979804538,-0.650521395975358,-0.42229128376278957,0.0,8.997605410579541e-09
bible,1,flores,25.009365528437748,22.108041544977013,1.764212294617326,-7.51949126696232,-8.534885295778835,-4.142373486113019,1.5637009488370961e-15,0.46854513795388153
bible,1,bible,36.13611859685555,3.4045593941602665,0.8835670409145442,-0.08304027286672325,-4.335381111918588,3.4717031919027828,1.8980160169264346e-14,1.1640554213765335
bible,1,gov,20.06337228367932,32.70914719824595,-1.0086868619243012,-9.742441551365472,-8.869236570230123,-10.608061994268766,8.832904492084395e-13,0.38874191640552214
bible,10,flores,13.964482251549002,13.474528975020332,-1.008458743591075,-3.841834519926537,-2.0261981560747695,-8.988077925293618,6.661338147750939e-16,0.7715721205318091
bible,10,bible,31.164143201310495,0.4071374140648852,0.18114892323100273,0.9025994905198642,-2.062217305546998,2.4176792107160296,3.552713678800501e-15,0.7881006799487931
bible,10,gov,20.037215471573266,25.939979579845478,-1.329438103678866,-7.978011830439378,-5.434641667493615,-11.26372626660062,1.5427326063709052e-12,0.9674087396165038
bible,25,flores,11.477742776689256,11.187858616253324,-0.6959012755815694,-3.59660411983015,-1.1722292906186862,-8.088194019568155,8.7136595140917915e-16,1.6675535046600653e-15
bible,25,bible,30.186992492560393,0.4179668728336675,0.20427741409047767,0.7826586419984711,-1.8201541029372408,2.445305212924143,4.766465574234764e-15,3.552713678800501e-15
bible,25,gov,18.03229934338466,23.22722897169043,-1.7883139572504558,-6.7536163670105775,-3.6390884227659015,-13.275676311808507,4.141890811963564e-15,1.644700496352597e-12
