c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
7.214436984191018,1.0785488354534971,-1.499608595432792e-05,-8.455118546941599e-06,2.7811306751951824e-05,7.383104563148467e-06,0.0001938139599926219,-4.768701562158818e-07,5.009356340801844e-06,-6.0228675681303385e-06,2.769820467255154,6.43288759591074e-05,0.001226904696994455,14.00100182756714,13.907836278227341
