c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
9.648809263487827,-8.473155156426546e-10,0.025616776792265386,-0.041791386914806966,-0.015630153173708434,0.009346788855482778,0.005128948548230743,14.022679342191097,13.875081602675893
