c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-13.443270479967458,0.5800553826775119,-18.335841915538573,0.0,0.0,0.0,0.0,0.0,0.0,4.89864545169932,4.920760370489809
