train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,kfold rmse
25,1,ka,20.906964011393985,-37.34488496392188,0.0,5.869106822143523,5.956915011788015
25,1,gu,26.441121105415096,-45.307532611016455,0.0,6.735650675368604,6.8366784682044495
25,1,hi,27.31665894027534,-51.768288252429805,0.0,6.348021394094059,6.413286051712871
25,1,si,30.787777021095824,-56.31569706485994,0.0,8.560852522723476,8.647789591062736
25,1,ta,24.749801207461143,-46.912271070692015,0.0,6.98690417230297,7.0863218382696465
25,10,ka,35.570056281424904,-65.24209505128907,0.0,8.829570385956922,8.958049195961557
25,10,gu,41.2286795209463,-73.00883249840531,0.0,8.36433934593425,8.500846697055591
25,10,hi,43.47871985736722,-85.52849704637569,0.0,8.329070707186856,8.439436345458091
25,10,si,52.94638283468336,-103.43886238961903,0.0,10.69931907732989,10.876213702592917
25,10,ta,41.66173216262647,-82.80278338912485,0.0,8.469253386212522,8.63212703294715
25,25,ka,40.0028093559925,-73.509125668798,0.0,10.083277734371674,10.217939938223276
25,25,gu,45.79111274460813,-81.43941732637552,0.0,9.100202140271211,9.240619503691041
25,25,hi,48.34910761533669,-95.82030534612109,0.0,9.01445159160141,9.117394667601854
25,25,si,58.68121253742102,-115.19557704591806,0.0,11.702971991853943,11.90611814009331
25,25,ta,46.74196009475645,-92.68389239026868,0.0,9.149400827121017,9.320078158083902
25,50,hi,46.87852469260833,-77.14380757964146,0.0,9.537177872938551,9.887075904633894
25,50,si,65.56377450042132,-120.26850361029815,0.0,10.570654444911208,11.247331386718827
25,50,ta,52.103638189159085,-95.72429694242216,0.0,9.784397465517296,10.36421121349259
100,1,ka,35.2699451028028,-70.23466968764386,0.0,3.1431118811616776,3.1762288033149297
100,1,gu,39.67445865853593,-74.5297689309417,0.0,4.42513486710012,4.460484726657961
100,1,hi,42.8992549075877,-87.75501380878649,0.0,3.017807552856291,3.0403060329375506
100,1,si,48.19891506271195,-95.15907534896694,0.0,4.633531462047312,4.787709417172761
100,1,ta,38.62035075883615,-79.54887213661902,0.0,3.707377901182205,3.734950245125404
100,10,ka,50.63818027998383,-101.13882790306315,0.0,3.99563367298983,4.06790633455075
100,10,gu,53.73596725744066,-99.96817603937917,0.0,5.470595664760259,5.512212945921541
100,10,hi,55.48884880338725,-112.60097360727008,0.0,3.9655690957881053,4.01693219880616
100,10,si,63.215600570352635,-125.38305835127935,0.0,6.329850213023575,6.543150531921589
100,10,ta,51.090883006239835,-103.61599710751416,0.0,4.532307203205625,4.578725361233055
100,25,ka,56.885511760376986,-113.54035208054242,0.0,4.338670986665473,4.426249105964873
100,25,gu,58.54268006227191,-109.0484887009184,0.0,5.617896668982797,5.656259773728105
100,25,hi,60.844560127363046,-123.84071692858632,0.0,4.076112193762332,4.134984023541909
100,25,si,69.20129377169248,-137.87064011081472,0.0,6.965870755563013,7.195915356480075
