c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
1.1599284478330425,0.039309301994950425,-1.4937534567648987,-0.796130273124439,-0.7543879438085845,-0.7793954347187503,-1.0269881823113571,-2.0398681938549346,-0.692520682970275,6.821672121180917,6.850854042037563
