c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
8.513493392055418,-3.463984695316327e-09,-0.028842462265615293,0.016086168826870827,-0.027161364061747847,2.3530689030096563,0.00015800711508935392,0.014964909443800264,-0.004186989474516708,13.924620372101513,13.816648589803705
