,models,Normality Pearson p-value,Normality Shapiro p-value,AIC of model,BIC of model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value,Normal Test,Homoscedasticity Test
0,linear,0.16187522960166306,0.0010174000635743141,141.5813027005453,145.36204621633763,-69.79065135027265,-0.047249613994192474,0.0043013148100065025,2.9598814501364164e-08,X,X
1,poly2,0.16187522954461578,0.0010174000635743141,141.5931557027793,145.37389921857164,-69.79657785138966,-0.047939455100282746,0.00430131480630971,2.959881437031592e-08,X,X
2,poly3,0.16187438432056026,0.0010173862101510167,141.56994495724194,145.35068847303427,-69.78497247862097,-0.04658902285622091,0.004301280015610415,2.9596294266068405e-08,X,X
3,exp,0.10926957469553028,0.0008412969182245433,136.22685339882617,140.0075969146185,-67.11342669941308,0.22221262836372513,0.0016065625471279692,7.224482462963765e-09,X,X
4,log,0.018649878616341344,0.0005490502808243036,123.53729620039289,127.31803971618521,-60.768648100196444,0.6156791365159631,0.003895556218536022,2.9738990647419696e-07,X,X
5,power,0.0154900211814863,0.0010917522013187408,120.59417803059127,124.37492154638359,-59.29708901529563,0.6736497403548856,0.04504634369406396,0.005778871888494555,X,X
6,mult,0.0154900211814863,0.0010917522013187408,120.59417803059127,124.37492154638359,-59.29708901529563,0.6736497403548856,0.04504634369406396,0.005778871888494555,X,X
7,hybrid_mult,0.025663780777549057,0.002971854992210865,122.0178300730398,125.79857358883213,-60.0089150365199,0.6467899223219148,0.04827857465425662,0.008712616061240654,X,X
