train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,-12.132620079109639,101.06282871317543,-33.57975089943439,-105.18677533904561,14.457140065246321,14.479736437014742
bible,2098.349915086454,-14878.70631747345,34633.94997545985,-26253.90127847839,11.969235293367877,12.012221724290239
