model,mean,min,25%,50%,75%,max
linear,13.586411564905237,8.116538088879974,12.197445555731381,14.369890390178956,15.758856399352815,17.489327390383067
poly2,13.587712619498964,8.115653925559558,12.19782909493335,14.370780161507264,15.760663686072878,17.493636229421767
poly3,13.587162639306309,8.11675310091198,12.197750909824201,14.370065832910182,15.759477562392288,17.491765790492884
exp,13.591382168313189,8.114621350339291,12.201934175692976,14.376688324928491,15.766136317548703,17.497530673056485
log,13.591761018779671,8.118199277430483,12.200232690567299,14.373151534479799,15.76467986269217,17.5025417287286
power,13.594854004966738,8.116146354828416,12.202587129605902,14.376975522566596,15.769242397927432,17.509318619905347
hmult,13.583566266056096,8.123427924553326,12.202003636931693,14.373652927369761,15.755215556494164,17.46353128493153
