model,pareto,rawlsian,1k,10k,25k,50k
linear,True,False,8.116538088879974,13.55774804468185,15.182032735676064,17.489327390383067
poly2,True,False,8.115653925559558,13.55855415139128,15.183006171623248,17.493636229421767
poly3,False,False,8.11675310091198,13.55808351279494,15.182048153025423,17.491765790492884
exp,True,False,8.114621350339291,13.564371784144203,15.189004865712777,17.497530673056485
log,False,False,8.118199277430483,13.560910494946238,15.18539257401336,17.5025417287286
power,False,False,8.116146354828416,13.564734054531732,15.18921699060146,17.509318619905347
hmult,True,True,8.123427924553326,13.561528874391149,15.185776980348376,17.46353128493153
