model,pareto,rawlsian,gov,bible
linear,False,False,14.488117644410172,12.027520934465992
poly2,False,False,14.48905432685028,12.027635486135956
poly3,True,False,14.48759760700554,12.027097898335915
exp,False,False,14.485687265907496,12.034365868088727
log,True,True,14.477830419726637,12.031011019819516
power,False,False,14.478815131107527,12.034827979220552
hmult,False,False,14.478434448548152,12.033106686921837
