language to,c0,c1,c2,rmse,kfold rmse
ka,27.51013910116971,0.29184570403662285,-59.20978059677154,4.239018149767957,4.2913418961520495
gu,32.9672075528391,0.24175293242309193,-62.65342348458797,4.659089359741975,4.732969393432418
hi,35.113009104884746,0.17094425736301075,-69.72227400851962,3.2639467620169804,3.3209734019956287
si,42.84355113522025,0.16951082147531088,-82.12296279107602,4.834263467588633,4.906635366631528
ta,33.124026988640544,0.1668352350657302,-64.33095152775276,4.217606701867056,4.290795195651715
