train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,14.465610668947999,4.9170574769073205,4.7032572208287124,-0.08708993642314837,-3.3055091887260035,-4.212479669378758,1.314537351024792,7.988105741275787,8.005451967645952
10,19.639368791753515,1.874802595969627,1.670819958183445,-0.7964566576834756,-0.5860458517705179,-1.2787486885884278,-0.7721863947478441,13.497380404834777,13.562079113410139
25,24.482358572777073,1.4836987860196988,1.2388713777158633,-0.6682308220965429,-0.30955536096962905,-1.1779042512697808,-0.7704234504356365,15.118926696183307,15.191704099157954
50,15.973523028747909,0.16363347695370495,0.19660423682864367,-0.7575087962119337,0.5177490165571554,-0.10055345658738324,0.20214550358755645,17.182031958483012,17.875015592432966
