train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,11.856512473943248,5.802916985037914,-1.1231478414042671e-08,14.466632622829723,14.479823779270237
bible,9.297362855838566,0.34169691250557116,4.705290493200174e-08,12.017629376678542,12.023513901771407
