model,pareto,rawlsian,1k,10k,25k,50k
linear,True,True,8.108539396953896,13.554203349640035,15.17705190720803,17.420849168590596
poly2,False,False,8.111046044069596,13.553913894281502,15.177655870906438,17.45149840710887
poly3,True,False,8.110323481141027,13.553887576977292,15.176281929152085,17.442782147498043
exp,True,False,8.094606368486174,13.555842576233957,15.178550901200504,17.48705628853763
log,False,False,8.123182041266414,13.556806587109069,15.180078926769449,17.48233563315355
power,False,False,8.10975531418501,13.558293104210644,15.180770516256093,17.516270713954214
hmult,False,False,8.125137910120923,13.557744878195551,15.18096923302603,17.475406798517813
