train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,3.323024150108105,2.7375000242205347,-0.6567122294013088,1.436922278701919,2.61829188229357,-6.709361062135752,0.9000879428833835,14.376425507856457,14.411534132254838
bible,3.015207367159555,3.575082301204196,2.88934421243839,-0.0421538980294178,3.9638131099663556,-4.480428160986966,1.288775148419464,11.971914560474413,11.993414250462493
