,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0, 0.5, 1.0]",0.04082482904638634,"[-1.0, -0.5, 0.0]",1.8541268184458584,"[-1.0, -0.5, 0.0, 0.5, 1.0]",3.740053475553524
kfold,[1.0],0.04303314823406695,[-1.0],1.8842766097184656,[-1.0],3.801662794094184
