train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,gov,1,flores,-266.39369535181635,999.999999999145,-413.0139481517304,-999.999999997759,1.7271745367425493,1.8422707871134756
cc_align,25,gov,1,bible,-292.79449194383216,999.9999999975707,-325.5969012111269,-999.9999999946141,0.6320349332808552,0.6361643314843609
cc_align,25,gov,1,gov,-302.6862081065989,999.9999999982568,-192.93103372423442,-999.9999999995271,2.4372774731705964,2.8051729596906725
cc_align,25,gov,10,flores,-236.817870109273,999.9999999999999,-511.6889352321615,-999.9999999960445,1.914253646373206,1.9928165171413854
cc_align,25,gov,10,bible,310.5582589902731,-999.9999999999999,266.4505611253904,999.9999999996309,0.7865316823540136,0.8510442266396453
cc_align,25,gov,10,gov,-311.8625374591984,999.9999999941999,-99.55168966256252,-999.9999995598802,2.7594420837839384,3.8795240417002943
cc_align,25,gov,25,flores,-231.36648940303104,999.9999999999968,-527.8018447518872,-999.9999999993845,1.7873426006087805,1.8713583229771136
cc_align,25,gov,25,bible,258.7300197234173,-785.8030314494571,47.28716136584498,999.9989135989347,0.9609312718079245,1.078508264934364
cc_align,25,gov,25,gov,-316.01418422558964,999.9999999999974,-66.5188734999485,-999.9999999955128,2.9905570163585997,4.277867920437183
cc_align,25,gov,50,flores,-229.26504748143344,999.9995238926092,-529.4597069625406,-999.9999115372216,0.0633702854996548,0.1809053814386446
cc_align,25,gov,50,bible,308.49368994653355,-999.999992987939,278.0568543336704,999.999993698579,0.3818591548380965,0.6418495725212932
cc_align,25,gov,50,gov,-317.60568722718847,999.1740379014391,-46.66720014361069,-999.5143346297393,3.872021657857135,5.776320878764466
cc_align,25,bible,1,flores,198.13186159436918,-788.5160980655943,795.861025505566,-12.210364317515584,0.5976946864047142,0.6032576227346068
cc_align,25,bible,1,bible,294.27763674341736,-999.9999999999981,402.3160673956996,999.9999999966593,2.2995112205216306,2.7987260184269016
cc_align,25,bible,1,gov,214.86568833515398,-891.4010283008441,999.9998720320872,-148.56431887476205,0.3504058811529343,0.36062040164930254
cc_align,25,bible,10,flores,-288.0192523269039,999.9999999999989,-339.07739932235097,-999.9999999932352,0.7756400671944466,0.7904327414968962
cc_align,25,bible,10,bible,290.5816172398277,-999.9999999999999,459.036753467686,999.9999999793262,2.780806793844098,3.546669032721966
cc_align,25,bible,10,gov,-292.21615464942056,999.9999998436589,-326.0170387792388,-999.9999999999707,0.7924305045201072,0.7939330679020499
cc_align,25,bible,25,flores,-288.30735973123177,999.9999999999976,-336.82110448004715,-999.9999999999998,0.8813729300100428,0.9333703045416621
cc_align,25,bible,25,bible,293.8603902371691,-999.9999999999998,462.11813567485365,999.9999999976767,2.7393629507287236,3.493895959252256
cc_align,25,bible,25,gov,-291.51211305389216,999.9999999997858,-327.5723770430576,-999.9999987888272,0.8510752651278515,0.8511627679417535
cc_align,100,gov,1,flores,-38.04775320679758,71.6686291769846,534.8434878631348,-999.9999735968778,1.4133916258595964,1.5092894461968203
cc_align,100,gov,1,bible,-292.2954151915775,999.9999999999902,-326.6183366977097,-999.9999999999999,0.5971161381140881,0.5986406277848187
cc_align,100,gov,1,gov,-219.08882804056788,665.136966605002,148.70157714243004,-999.9999982109522,1.907519844038159,2.2927006096382714
cc_align,100,gov,10,flores,-239.7327488637246,999.9999999999993,-493.42487229266663,-999.9999999973423,1.9871527650691638,2.0586185114250104
cc_align,100,gov,10,bible,306.6938846100219,-999.9999999995272,285.2678833367541,999.9999999735642,0.9039359038092712,0.9252587141535981
cc_align,100,gov,10,gov,-313.5944243523406,999.9999999321424,-89.67434545396951,-999.9999998668252,2.7272617510204897,3.778235792022644
cc_align,100,gov,25,flores,-234.97733898806817,999.9999999999999,-506.56430448553084,-999.9999999997423,1.6642401646751792,1.6791746051934024
cc_align,100,gov,25,bible,306.5431797267803,-999.9999999998247,287.7061723423128,999.9999999941327,0.9446834799016165,1.0179656688850802
cc_align,100,gov,25,gov,-319.6484949212482,999.9999999931428,-49.11172100614528,-999.9999996732541,2.9529575748065118,4.2147796614067765
cc_align,100,gov,50,flores,373.7225442160592,-999.9999866249887,64.29619440168409,999.9999697431044,0.05126686310252466,0.14762921771166002
cc_align,100,gov,50,bible,307.92916422412156,-999.5556172417632,283.51822653524084,999.7427808448879,0.21284164150544743,0.39193974278321625
cc_align,100,gov,50,gov,-320.2673987216918,999.9771039988096,-36.42862421680135,-999.9822062563071,4.004841388029597,5.971761987096011
cc_align,100,bible,1,flores,61.20556695732215,11.524390497419791,-748.6504245648713,973.3066142139288,0.5697570672301946,0.584533872300852
cc_align,100,bible,1,bible,294.88116019906636,-999.9999999999997,402.64280705145853,999.9999999999158,2.295914450940777,2.8721044460000265
cc_align,100,bible,1,gov,120.28547440901717,-596.7486926840506,999.9999999595603,-569.2309662304361,0.4013666152075347,0.4020001960814557
cc_align,100,bible,10,flores,-288.8794415230628,999.9999999997449,-333.18065609055895,-999.9999999998101,0.8667706734369077,0.909931376432265
cc_align,100,bible,10,bible,288.6345231348235,-999.9999999999999,469.2354139297338,999.9999999994722,2.810223046830156,3.620924335283916
cc_align,100,bible,10,gov,-293.14622322730884,999.9999865761895,-320.0780593041122,-999.9999999997449,0.8548383866735083,0.8561465454818402
cc_align,100,bible,25,flores,-288.65073768416994,999.9999999999856,-332.7906008572592,-999.9999999995579,1.0694325454651599,1.118691441229114
cc_align,100,bible,25,bible,295.7300690523738,-999.9999999999999,455.75360718008665,999.999999999991,2.837719915548728,3.601407545971154
cc_align,100,bible,25,gov,-293.842529355676,999.9999999999285,-315.99234886531383,-999.9999999999947,0.986791336223185,1.0006552414641192
gov,25,bible,1,flores,-286.60290382895965,999.9999999999999,-348.71746008937106,-999.9999999999562,0.5978209031727065,0.6181550885269268
gov,25,bible,1,bible,301.86769859440176,-999.9999999999976,371.42623114789734,999.999999999534,2.072338397486554,2.7599865410491957
gov,25,bible,1,gov,-286.8740771293075,999.9999999999978,-347.0462047888023,-999.9999999999999,0.588458898043942,0.6011504980914539
gov,25,bible,10,flores,-281.5585113342101,999.9999999999999,-364.4587197325552,-999.9999999992949,0.9701915435304158,0.9705405437275918
gov,25,bible,10,bible,293.0626758876779,-999.9999999999927,449.2911206334688,999.999999998665,3.0037926058699638,3.955745709242162
gov,25,bible,10,gov,-297.5940182957533,999.9999999999999,-287.6598654582945,-999.9999999991242,1.8884835542134464,1.8908502028269436
gov,25,bible,25,flores,-280.75680709418526,999.9999999999999,-366.6876575858488,-999.9999999998979,1.238844188248267,1.246434777959232
gov,25,bible,25,bible,300.4504836247823,-999.9999999999999,434.3043046394811,999.9999999994981,2.7980798575868318,3.5391065443812773
gov,25,bible,25,gov,-296.8526024139326,999.9999999999998,-288.6058463462247,-999.9999999997533,2.2442731420154765,2.2517683165550784
gov,1,bible,1,flores,-110.31110758541601,517.5728210393698,-634.3459077747808,89.15100262129833,0.783261525970541,0.793607774746369
gov,1,bible,1,bible,294.83244273547297,-999.9999999999999,394.0497701624756,999.999999999996,2.463985791373588,2.9649321270174966
gov,1,bible,1,gov,-294.3731244689364,999.9999999997389,-312.2728038547627,-999.9999999986918,1.2232121042360184,1.223418966759531
gov,1,bible,10,flores,-287.26133945841923,999.9999999999999,-341.2046905243936,-999.9999999951378,1.1427374364537908,1.1451640121594824
gov,1,bible,10,bible,291.26930417478076,-999.9999999999999,453.27887343037565,999.999999998793,3.190112308626998,4.059297920691329
gov,1,bible,10,gov,-305.2494601406951,999.9999999999995,-250.50931540506076,-999.9999999998525,2.6833006788734117,2.6839015671914117
gov,1,bible,25,flores,-284.9428892376623,999.9999999999999,-349.7429024135918,-999.9999999980115,1.227959363672047,1.230933861364968
gov,1,bible,25,bible,293.58712613320296,-999.9999999999999,461.57666712814955,999.9999999999636,2.9364058053487856,3.77514347135658
gov,1,bible,25,gov,-303.9629861199344,999.9999997990811,-253.78401189957978,-999.99999879723,2.9428181143030097,2.965155439078869
gov,10,bible,1,flores,-286.8819130315221,999.9999999999704,-347.8672098693912,-999.9999999999975,0.6088550085782541,0.612074635167262
gov,10,bible,1,bible,304.1463407144469,-999.9999999999994,359.9819560982992,999.9999999987838,1.9938443936351502,2.6554135636377096
gov,10,bible,1,gov,-287.4882609111323,999.9999999955846,-343.9949141388751,-999.9999999965701,0.7358529388582544,0.7408317183669726
