train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.585389576337748
1,bible,2.789797935861343,-7.2810573178007085e-09,-0.7248634111508027,8.51863798549241,8.715405057718845
1,gov,2.871471755095801,-9.414264476471038e-09,-0.8259069552162333,9.877236149472965,9.663095173490708
10,flores,2.1546486540585548,3.0967847445524522e-12,-0.7241315629832561,5.498815872757221,5.466464864390865
10,bible,4.582414722174824,-8.25739446099346e-09,-0.8050212913555336,13.211218433568451,13.595330586174594
10,gov,6.098679038108561,-0.13062642601113353,-0.6294110129093845,17.09769866919031,17.015789313685882
25,flores,2.472532749237177,-6.9412361529793754e-09,-0.8420677327231718,6.598479851378779,6.510760568151074
25,bible,5.341717991629451,-9.534885761657109e-09,-0.8243453669910291,15.047211430019388,15.50634521622955
25,gov,6.644374679702592,-0.4660826668040998,-0.5153689427825068,18.978002747852095,18.898763081245185
50,flores,2.2480284063366773,-4.986387598019613e-09,-1.8380338871626445,1.8112141618828563,3.1573570576078107
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,16.453185932937263,-0.12192390186555184,-0.4203122003920954,6.338487460192982,6.696352446220459
