language to,c0,c1,c2,c3,rmse,kfold rmse
ka,26.513056692497777,-2.4451983250939616e-09,-56.52606650288742,0.30023581463711413,4.25890818265045,4.304167888414118
gu,31.934686377734682,-7.912070560597332e-09,-59.97283124671238,0.2501283317750715,4.677595002809133,4.817891519938856
hi,34.23133649631965,-1.5730740839455508e-09,-67.47915920904863,0.17712545413835676,3.2835126571498656,3.3499109885446217
si,44.419172151740426,-1.1007833057704384e-09,-83.15059542220817,0.13466547854514602,4.897943828800579,4.949903757293685
ta,32.32628230684917,1.3471096964922268e-07,-62.39012438577436,0.17153769050888593,4.23279226530024,4.328897010106924
