train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,0.9414720201331517,3.471644402543691,-1.5867386717753074,1.3905975867599323,-5.781388443069951,-14.872124872136425,0.8660469294010125,1.9336493995341988,2.1136153905517086
1,bible,5.606146356953976,2.983495052789156,-17.461428203103306,3.5989224990216506,0.5019343106726202,-16.204044450846627,8.006584861630925,8.257481456378022,9.005833570344443
1,gov,4.913767998815986,2.0453396188110045,-16.040786769690943,3.9820420656850577,0.14035422101710923,-13.128951559476587,6.664763200677304,9.419633751006714,10.248295584609316
10,flores,-2.3275203160654225,-0.06874514985502596,0.6218721855480196,-0.4836228587020375,-0.9651966674505453,-0.8574054775431253,-1.843754238359064,4.971619454490278,5.441164080934776
10,bible,11.931078705364818,3.0291804588379945,-14.269326533640811,1.9411633802801151,1.5728799674147458,-14.106782521271981,6.5673080596793,12.975669542125571,14.211110007295868
10,gov,2.0726808187037333,-0.21362630799788457,-7.884853248637791,0.7907507797876667,2.2887742211126465,-1.9435302608622123,1.713494166941567,16.848189817084382,18.45328517424442
25,flores,-1.4908050921167417,-0.08379648189674398,0.8875075603235572,-0.5240663827813972,-1.0295329204007506,-0.7424435450409125,-2.036572508010714,6.039412223056284,6.610240959697336
25,bible,5.410191742559004,0.05002628302305788,-8.2114330680136,0.8458723121629451,1.8008021233524856,-3.2550583975790106,2.353676071725327,14.807751349087942,16.218190471409887
25,gov,8.74056528666092,0.19796804018789246,-7.556549543870806,0.6127826255122807,2.722779536657717,-2.3988264940705,1.5948875153135762,18.699665772425657,20.479676810670007
50,flores,1.257261018434701,-0.7157442361829327,-0.7753941447783903,-0.519364387389009,-0.7150295025946497,0.08247088205958165,-0.9472042382701965,1.0211910439495833e-05,0.744289627692352
50,bible,-0.55225293052005,-0.8096267379324541,-0.02663710382338107,-0.35834166240803605,-1.5782013223356213,0.1397475895495429,0.44550935878212905,4.622106403806225e-06,0.5503874672669625
50,gov,3.638930283131306,0.06260800720428243,-1.7544516165612705,-0.14953283958730604,1.6281704006739055,-0.009782800763573588,-3.1750750005823387,3.354045445721643e-07,15.96945002734791
