train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,999.999999999994,4.876273903435701,-11.48142334677371,1.7792803295420239,1.8530017347907914
gov,1,bible,999.9999999998286,11.143335323401201,-18.538118195836283,0.41013407635614013,0.42131217968001977
gov,1,gov,7.169152743253566,0.8373159788801953,0.8813395960286278,3.0185936404231284,3.044228854115269
gov,10,flores,93.52093260504137,0.8895039679145943,-3.659884152489997,2.6775577306890943,2.8081951427998373
gov,10,bible,999.9999999999994,5.673588731167129,-13.20269667249007,0.7461573642206403,0.7681588455630308
gov,10,gov,12.493021642528952,-0.20965728171436046,1.6357226284736197,1.429478651545904,1.4355287237664136
gov,25,flores,90.56006023751326,0.8805245606465203,-3.3251940267421847,3.0794588349636274,3.2312463798712137
gov,25,bible,999.9999999995698,5.909077827406719,-13.078364342367061,0.8033610841732302,0.8250420715159265
gov,25,gov,12.914212195241898,-0.2754157531831789,1.7824090597705693,1.500961148305182,1.514290327150399
gov,50,flores,87.2974411825413,-1.3465467787266276,-1.8010384126930326,2.2932668186396043e-15,2.0511601988091347e-15
gov,50,bible,51.09535812177314,-1.3022679673080144,-3.835338354542944,5.285718846720614e-16,1.118635839585833e-12
gov,50,gov,15.377180605017076,-0.4565084678991029,1.7400194584504207,5.0242958677880804e-14,4.1023203976182695e-15
bible,1,flores,999.9999999998141,7.400797840372832,-15.4126755688068,0.3346639464117259,0.4362908272524806
bible,1,bible,6.298535319893839,-0.43332775428722486,1.74254037032726,2.278977828654045,2.2920070851696206
bible,1,gov,999.9999999999999,7.188405807615353,-16.035603194903196,0.2221106304648338,0.2787788546249207
bible,10,flores,27.592436790008712,3.5822078040654053,-6.101666195818644,0.6175294847000079,0.7671836648021001
bible,10,bible,11.509390372158235,-0.6861468588848892,1.729696176105138,1.8492855626030447,1.8524626589320796
bible,10,gov,999.9999999999999,6.877727039588553,-14.756500183119737,0.4065620857337393,0.5472285425873494
bible,25,flores,15.833486606951036,2.523245511926408,-4.374359975110135,0.6002625289661218,0.62982085601055
bible,25,bible,14.527859009306095,-0.6154003734486877,1.549346548073875,2.124383207376144,2.1287004024915697
bible,25,gov,999.9999999999635,7.148342875662582,-14.823698206827302,0.5139595109698921,0.539536863958104
