train set,train set size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
gov,1,flores,1.245567779926873e-05,-0.0005396630139665618,-0.8360625375323756,-0.6910592215789936,-6.451789953842114e-09,2.6655200733498985,2.4491347929531115
gov,1,bible,0.0,0.0,0.0,0.0,0.0,0.8136338242723196,0.8136338242723196
gov,1,gov,-0.0021692261360069373,1.0539738821308775e-12,-4.52575394824553,0.34626632177418826,0.2123160794829835,3.9890945103031643,4.121140707238523
gov,10,flores,-7.1451345826449735e-09,-0.7282741886574318,-1.6761597889537654,-0.6741129905872506,-0.41666227302922454,3.724894657964972,2.5677949003827876
gov,10,bible,0.0,0.0,0.0,0.0,0.0,1.630950643030009,1.630950643030009
gov,10,gov,-6.698021412022394e-08,-5.431029345032264e-10,-5.94887208365733,-0.05432678913546283,2.141431040598451,3.5154768636243685,3.8211306800558775
gov,25,flores,-6.569418825268817e-09,-6.683147193914056e-07,-3.6515673834447844,-6.6817959140024706e-09,-1.7342799846242466e-05,2.7855391359236887,2.732807523963757
gov,25,bible,0.0,0.0,0.0,0.0,0.0,2.0644611887851028,2.0644611887851028
gov,25,gov,-1.298766464756193e-08,-1.5135985909587375e-08,-6.18941923702909,-0.09422466586871923,2.407938432945256,3.650967153513979,4.008796626292662
gov,50,flores,-2.0985358422897126e-09,-0.0010957638681265683,-2.756309925985375,-0.761941718995281,-3.172449708308286e-07,0.9296818698960074,3.6582992339947116
gov,50,bible,0.0,0.0,0.0,0.0,0.0,1.457166199626293,1.457166199626293
gov,50,gov,-3.5623260494241826e-07,-1.567488665216023e-06,-6.590333599700273,0.13596722030946262,2.298263184395868,1.0442568281993574,14.524475232970515
bible,1,flores,0.0,0.0,0.0,0.0,0.0,0.5621387729022078,0.5621387729022078
bible,1,bible,-5.410514061524035e-07,-0.012145892899891889,-3.829561466373735,0.006499209548585069,-2.847429929703187e-09,4.146020095257186,4.141753586694366
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.5253570214625478,0.5253570214625478
bible,10,flores,0.0,0.0,0.0,0.0,0.0,1.5218409903797439,1.5218409903797439
bible,10,bible,-4.5919867009310536e-07,3.618843626685404e-11,-5.217498540731578,-0.22595528551911287,1.7358852513128158,3.7352202539137096,5.060315062865708
bible,10,gov,0.0,0.0,0.0,0.0,0.0,0.7443117626371357,0.7443117626371357
bible,25,flores,0.0,0.0,0.0,0.0,0.0,1.829207478663916,1.829207478663916
bible,25,bible,-9.87034826432586e-10,-1.6885139797958419e-06,-5.466204535605446,-0.23562821640756484,1.8642992004085153,4.133946631744134,4.532368184897472
bible,25,gov,0.0,0.0,0.0,0.0,0.0,0.9273618495495703,0.9273618495495703
