language to,c0,c1,"c2,1","c2,2","c2,3",rmse,kfold rmse
ka,9.021622475693666,0.3215488901982623,193.06039705115097,-934.1918136640679,999.4892677500786,3.919442921287716,4.028287497926427
gu,-8.809845954732543,0.284346044010575,453.47029484682423,-1714.8762307491297,1677.4295678963629,2.928959614664229,3.0138485366393426
hi,16.659245572470162,0.1674641424054,176.30945866974258,-873.5236075797251,904.7018833109719,2.943266872029237,3.0321936444629403
si,81.75130663153229,0.12058705454222808,-509.4910858763198,1136.8473981261438,-870.123571787004,2.3258284213188953,2.359436690200062
ta,47.46548823948487,0.15801014186933154,-226.25355450341988,392.4604576391514,-257.44108994947084,3.3705742747890524,3.4521818772131683
