train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,rmse,kfold rmse
cc_align,25,gov,1,flores,9.47830265489459e-05,-16.984492423223006,2.948728052275628,1.5016060953606436,1.5076047298848245
cc_align,25,gov,1,bible,1.2793588741151329e-14,-49.612006892487095,10.630385403594174,0.48946740576524866,0.492880574097008
cc_align,25,gov,1,gov,12.280021501515893,-1.540655230110008,1.3433184367532987,2.010298048959664,2.0153784417723535
cc_align,25,gov,10,flores,0.00046801464515044874,-15.43268287581757,2.4892681086632478,1.4012624454456275,1.551757906805674
cc_align,25,gov,10,bible,0.060820510842894235,-4.986519011940833,-0.39311736370421463,0.8004963447536407,1.0221580504137682
cc_align,25,gov,10,gov,30.27582692751434,-0.8840819022639199,1.2847167493383993,1.7974423177357917,3.638698549622958
cc_align,25,gov,25,flores,0.0011601443714339364,-14.20438872688407,2.219265015679052,1.2288197495486857,1.4233065839002115
cc_align,25,gov,25,bible,0.06553437663307334,-5.374235028487447,0.10558437617475747,0.9652744147440925,1.2679405909952344
cc_align,25,gov,25,gov,34.000279313247205,-0.8860809998104052,1.3379136532562275,1.7802826018931006,3.725981102888754
cc_align,25,gov,50,flores,0.08886107492101168,-7.349854701328461,0.2805096369653653,7.179060695831972e-15,1.1303373585147687
cc_align,25,gov,50,bible,165.4217106570573,7.186133570986429,-3.227011308485508,6.280369834735101e-16,0.3529804388034843
cc_align,25,gov,50,gov,6.060288177659233,-3.7271952024340713,1.923623813852391,7.105427357601002e-15,0.3137321451777176
cc_align,25,bible,1,flores,0.00020593153498414955,-13.364190656208892,1.8628105929975376,0.5861299355036231,0.6574969398918806
cc_align,25,bible,1,bible,35.09333958993377,0.46671110689564665,0.8219034809436827,2.23076393574133,5.619309786628977
cc_align,25,bible,1,gov,2.221919039386395e-07,-22.281745022356592,2.487152566373816,0.3367076273250823,0.33921161661385457
cc_align,25,bible,10,flores,3.539224120664337e-05,-17.16450168307431,3.137957014848767,0.7157005385825509,0.8570682348593276
cc_align,25,bible,10,bible,69.86150953524152,0.9163300791666587,0.6649913077179698,2.6768123375267368,7.972125397144736
cc_align,25,bible,10,gov,1.7308480218841503e-09,-32.28019614791517,7.370436172148616,0.6733388328245457,0.6788452835457304
cc_align,25,bible,25,flores,0.00019445693109651634,-14.675355275007904,2.636199186559291,0.8470053335379838,1.0542472857684406
cc_align,25,bible,25,bible,80.54251505480828,1.0050139121947996,0.5172037758938952,2.665113792809358,7.915092668072542
cc_align,25,bible,25,gov,4.329635713326376e-08,-27.505887074209937,6.187932790305179,0.7404558173910686,0.7612650076886002
cc_align,100,gov,1,flores,0.0016197686901888125,-12.72230370604585,1.837128744424836,1.2546408294870823,1.2577948106594024
cc_align,100,gov,1,bible,1.0880873623516694e-10,-36.00566612811397,7.662759409131534,0.4875529689674427,0.49203188222694066
cc_align,100,gov,1,gov,20.733560964467433,-0.7253466334158643,0.9841453569791407,1.5608796116177728,1.7949953703276955
cc_align,100,gov,10,flores,0.003844877742666825,-12.410025515751508,1.9830153725562676,1.5987938405309878,1.7345965199739553
cc_align,100,gov,10,bible,0.4003013257408633,-3.010829452278085,0.2555930124454992,0.9148152436139403,1.1310088465476713
cc_align,100,gov,10,gov,37.191757721533094,-0.5820475472308214,1.2071547705764523,1.8494081616922275,3.6209522557751743
cc_align,100,gov,25,flores,0.015195078529968131,-10.35864378697062,1.4011961399643345,1.3990563407368555,1.6866115835787698
cc_align,100,gov,25,bible,3.218430980303583,0.13669140802326116,-0.5810175584958492,0.9579838429347786,1.3003677285929305
cc_align,100,gov,25,gov,44.50115956635981,-0.4904667401923695,1.2622689798724769,1.8510554567248514,4.061689603184447
cc_align,100,gov,50,flores,0.23370849924095108,-5.952200081160536,-0.07473018843670594,1.3911645316576381e-14,0.911630931433495
cc_align,100,gov,50,bible,16.583747447478647,2.6830729310691654,-1.4670610948587035,1.794765173957993e-15,0.20501712560180077
cc_align,100,gov,50,gov,5.880524673085123,-3.8016622662720834,1.9787112677530487,8.204640795236539e-15,0.283092826250999
cc_align,100,bible,1,flores,0.0006049663317881915,-11.797296612632312,1.4107776809701802,0.5605538503402316,0.6561360039099915
cc_align,100,bible,1,bible,35.63070193352794,0.45040814576553256,0.7966283258862766,2.2243696117472767,6.273238566424441
cc_align,100,bible,1,gov,1.492925623582773e-07,-23.493328472398577,3.205943360219321,0.3715231200204014,0.387437510526922
cc_align,100,bible,10,flores,0.001689068362269408,-11.53342774648499,2.0691055505757707,0.8381476296993586,1.089478746453027
cc_align,100,bible,10,bible,71.07004175824639,0.8879473428269891,0.722726431846821,2.6724390064212957,7.976558071710584
cc_align,100,bible,10,gov,9.984280381880007e-06,-19.25769199888786,4.50546707204294,0.7817502832309416,0.8597593317362242
cc_align,100,bible,25,flores,0.0010139920860884305,-12.59469855993848,2.5112410347927607,1.0298780243744128,1.314485316313302
cc_align,100,bible,25,bible,78.51567888562647,0.969915060957889,0.486068518660094,2.780144088362698,8.364817647679265
cc_align,100,bible,25,gov,5.739824333459489e-05,-16.793875047170427,4.083762084208536,0.9296356643472139,1.0242037703559772
gov,25,bible,1,flores,9.608870116491118e-10,-32.20382085752483,5.372334778281066,0.5049056979056247,0.513032548003239
gov,25,bible,1,bible,14.461400737892706,-0.8773986820499542,1.0002031974768573,1.903904434205113,5.301922078178605
gov,25,bible,1,gov,1.4121059248431961e-08,-28.337814906622963,4.823198307002301,0.49869378192804104,0.5215099860443037
gov,25,bible,10,flores,9.560280878468387e-09,-30.11171166318879,5.9454445010674375,0.7172997624039251,0.8139494305934045
gov,25,bible,10,bible,47.077819917657365,0.2698770012530838,0.8394150640171136,2.819135199205046,8.698074483558297
gov,25,bible,10,gov,0.0004433022947643906,-15.62321622354533,5.128636396325781,1.602363705461615,2.0194336116719667
