,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,9.840811637617959,4.1023203976182695e-15,1.2605480877306827,11.20250114519713,12.957300587386854,101.66577970769592
poly2,False,False,26.203655154758383,0.0288675134594811,7.8908237276210365,11.172524831215634,13.965747330534992,518.8619065248441
poly3,True,False,210.15611249575412,0.0288675134584822,7.848471070084482,11.11840978642566,13.712940409352454,5518.346224172757
exp,True,False,9.820277006180106,0.002497542717332,3.3132847007935995,11.23784305889411,12.906794191269002,59.79835608316176
log,True,True,7.91541407759696,0.0005946682738653,0.1602308715158228,11.160852665830848,13.131587602051344,16.347447386924888
power,True,False,8.939376061314318,0.000399072544687,0.29673279140102354,11.143837785857238,13.002635521069722,132.70636999862683
mult,True,False,8.927814196668528,0.000399072544687,0.29673279140102354,11.143837785857238,13.033493801830758,132.70636999862683
hybrid_mult,True,False,9.426376857000294,0.0001829219186249,0.4675638891678638,11.155127705429113,12.924400616849773,141.6570947820706
am,True,False,10.107333420276907,4.1023203976182695e-15,1.2605480877306827,11.513622095082267,12.96008209807767,101.66577970769592
gm,True,False,10.041111309357616,9.173067274558416e-15,1.2605480877306823,11.498874643329112,12.960082093778057,101.66577970326225
hm,True,False,10.03373530606789,4.1023203976182695e-15,1.2605480877306827,11.486808604630513,12.96008209807767,101.66577970769592
