,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,3.82550989358925,4.1023203976182695e-15,0.5242455477452083,1.9428193457801606,5.219895370437572,101.66577970769592
poly2,True,False,10.987446181652764,0.0001812172804516,0.5564953963233027,1.9428193457799279,7.940443177597919,518.8619065248441
poly3,False,False,89.91556398335241,0.0010051808708182,0.5759824684874165,1.9428193457798726,6.600095074310675,5518.346224172757
exp,False,False,7.798614939552491,0.0007919937132485,0.6020221718179304,1.9524175899994805,4.435706714058458,3292.13088002626
log,True,True,3.2673446224009464,0.0005946682738653,0.45839393538120643,1.942819345672635,3.5033220251481065,79.51771380468442
power,True,False,8.11026560318918,0.000399072544687,0.4879492302959638,1.8825279851041423,3.334219150477188,4466.378884088651
mult,True,False,6.304658619360244,0.000399072544687,0.31679936731683367,1.8583503387593017,3.807003862337897,4466.378884088651
hybrid_mult,True,False,5.01529051205997,0.0001829219186249,0.49135186778112366,1.8011282171770313,3.5844433929900745,696.9319315836193
am,True,False,4.194275920023549,4.1023203976182695e-15,0.9463068515394522,2.1112017996940993,4.952307313722239,101.66577970769592
gm,True,False,4.182174592688538,9.173067274558416e-15,0.8703008210806573,2.1325549183269477,4.249296154699996,101.66577970326225
hm,True,False,4.208884767178062,4.1023203976182695e-15,0.87030081739644,2.1982790682802795,4.2892751916968335,101.66577970769592
