c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
8.537933477958127,0.2152463562665054,-0.00131704172260579,-1.496084032496412,4.041534447711494,1.8844660128708712,2.545394031423714,0.45809562695413875,-2.544537485008293,-4.268638136095295,3.969242395902045,1.9831166099647817,-3.156716661072023,-13.681742444946348,-0.9309179050887404,-1.6761941605580342,6.5345976326131066,6.5860421936452225
