model,mean,min,25%,50%,75%,max
linear,13.55844131594467,8.102821365062706,12.2028625763878,14.382667713940638,15.738246453497506,17.36560847083469
poly2,13.558441211781453,8.102821595828688,12.202862419461654,14.382667333457162,15.738246125776959,17.365608584382795
poly3,13.558440436439,8.102821469107903,12.202860968282126,14.382665743494726,15.738245211651602,17.36560878965864
exp,13.55844065985297,8.102821521541134,12.20286210097924,14.382666283808213,15.738244842681944,17.365608550254322
log,13.558440815086183,8.102821503856093,12.202861613460403,14.382666562049266,15.738245763675046,17.365608632390103
power,13.558440689581413,8.102821269871077,12.202861031295251,14.382666491620808,15.73824614990697,17.36560850521296
hmult,13.553208051262231,8.101667450864621,12.195750096848595,14.372778058413955,15.730236012827591,17.3656086373564
