c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
33.59310702150868,0.5900342294526307,-83.71846503179233,23.319802971101847,17.695099311620158,-67.70197115676164,16.280188975251463,-1.4282832380525552,-80.0,33.77991763754087,4.42594086141226,4.366913087477013
