train set size,c0,c1,c2,c3,rmse,kfold rmse
1,4.6830804087396505,-3.9975113942495796e-09,4.7449542969120195e-06,1.2344436661879112e-05,8.510424401515278,8.447820563260954
10,10.742488328595156,0.004115018455074357,-1.580185533918327e-07,-5.831836361831311e-09,13.793023906930037,13.71773736321292
25,12.73860176191119,-0.00024273880014367993,-1.8512796128367695e-09,-0.0016204350732034198,15.374741334468164,15.319305769688723
50,17.17782241936093,-8.584084817216578e-10,-0.006829504322266733,0.047398254452153454,17.396768345834495,18.016650104012804
