language to,c0,"c1,1","c1,2","c1,3",rmse,loo rmse
ka,5.556895702736512,1.375869694663219,-0.0879702190877948,0.001871429260405017,10.747090734671373,10.754602450596138
gu,11.614324620265288,-1.7661584864901891,0.3179813897447089,-0.009480878766520321,10.304275631809174,10.311392601370002
hi,8.398683763602133,0.9971772708887636,-0.03876731443964396,0.0004820325769161196,11.11213192014651,11.118574789201002
si,8.17488217762517,1.2618643166465195,-0.04947643809816131,0.0006086639785007334,15.313736593082627,15.328592205654466
ta,6.92104995118185,0.9975966894395105,-0.037280802011771294,0.00045227563115093526,12.228354679209827,12.240300785856284
