train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,1.4522364597797854,1.26857268506872,1.1032747987701692,0.9545070718535984,-8.7793089912479e-10,-1.5243199484054505e-05,-0.00988030666328351,8.641160743664667,8.58210661727798
10,7.9001914993503295,2.7340511939325842,0.00216252197667674,0.061217439408757464,0.0009021032099983137,-6.901380703596692e-05,-7.272043949026815e-09,13.848536647230297,13.814217247301583
25,4.206201061862001,3.5735607484582337,3.0041826733698596,2.491745380845208,-4.701091593150778e-05,4.783278914857574e-05,-1.335890900618369e-09,15.53137077674472,15.373864201566413
50,9.0558708271961,5.713741471123843,2.704651944700016,0.0034061093521964275,9.854799026495229e-09,3.2802692899206985e-07,-5.934614841339041e-09,17.502012688397958,18.098410117474334
